zip,post_pct_change,pre_pct_change,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,estab_count,density2019,lat,lon,cbd_lon,cbd_lat,dist_to_cbd
11520,22.064219852415796,1.575200462538472,059,36,43341,5.5139667953667955,5.093686872586873,8508.768026800379,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",43438,241,0.3596316911360604,0.3213871290141842,2404,8527.811207589923,40.649401,-73.582951,-73.980797,40.756699,35636.035091298785
11530,15.48682487174173,-0.8840780157665155,059,36,27273,7.125580694980695,7.10089111969112,3840.7855493475504,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",28460,554,0.4463810734631556,0.41483184804947754,4282,4007.9476674524726,40.726854,-73.637009,-73.980797,40.756699,29185.52381045696
11542,13.406635472280618,1.5227842027734806,059,36,27633,6.904992664092664,6.66080501930502,4148.597642463822,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",27893,236,0.4196030316086334,0.37982159395244497,1708,4187.631963277364,40.872605,-73.628622,-73.980797,40.756699,32354.62288127397
11545,14.216099391039583,-1.281090153380059,059,36,12065,11.487692277992277,11.475030888030888,1051.4132918443368,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",12604,680,0.45522600953919706,0.41543559385921475,800,1098.3848429677598,40.826321,-73.589365,-73.980797,40.756699,33887.66351199446
11547,8.33464012929962,-0.6049945402578042,059,36,793,0.4559799227799228,0.434927027027027,1823.2943705996036,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",681,232,0.4608134757323319,0.4237627408766466,36,1565.7799071605675,40.83367,-73.642687,-73.980797,40.756699,29754.410861271866
11548,8.688761010828468,-2.5811958890442885,059,36,2780,0.9148131274131274,0.9148131274131274,3038.872002046117,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",2922,554,0.4774271940387436,0.4322268603335929,291,3194.0949604240122,40.812868,-73.627405,-73.980797,40.756699,30435.74622960012
11550,21.068840721315063,3.0030151772366787,059,36,56435,4.265081467181467,4.260299227799228,13246.722115609004,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",57639,328,0.3587065282830956,0.31901269578440355,2357,13529.331372757817,40.701475,-73.621108,-73.980797,40.756699,30959.202359628507
11552,14.883441339221932,0.07803815034859495,059,36,23616,3.6809938223938223,3.4149355212355212,6915.503924787356,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",24908,1007,0.4014433598276579,0.3697272054449943,1138,7293.841961322978,40.692979,-73.652416,-73.980797,40.756699,28597.078801237687
11553,18.551621126634192,7.324086358702207,059,36,26034,3.5095559845559845,3.5016559845559847,7434.768039699694,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",26054,1316,0.3582629397430834,0.3195434531871907,905,7440.47962304432,40.70643,-73.591622,-73.980797,40.756699,33302.392883339606
11554,19.951207594823465,0.49543741606205804,059,36,38132,6.272081081081081,6.248409652509652,6102.672859274586,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",38029,1543,0.4184499613445682,0.38512653792196805,1880,6086.188664779011,40.720115,-73.558861,-73.980797,40.756699,35821.02328514067
11557,14.851315234756726,2.983608047165203,059,36,7823,2.164630501930502,2.0214092664092664,3870.0722956001873,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",7878,907,0.4390121057361283,0.4035024115286819,803,3897.281036014096,40.637176,-73.691976,-73.980797,40.756699,27770.98460198032
11558,15.335779757878534,2.2892115726636515,059,36,8370,2.019811583011583,1.4974332046332046,5589.564846099581,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",8465,385,0.4128852622669556,0.37712502344832066,521,5653.006741007521,40.605357,-73.649046,-73.980797,40.756699,32682.924127496743
11559,26.89750707025339,1.4634481595851183,059,36,8176,5.123849420849421,4.177914671814672,1956.9571526095253,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",8192,502,0.44793914092754455,0.4097239601565171,817,1960.786814356315,40.60548,-73.716208,-73.980797,40.756699,27969.314061224457
11560,19.14520510263728,-0.9576515381324147,059,36,6464,7.626287258687259,7.502035521235522,861.6328170804813,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",6669,484,0.4397586111869443,0.3994579764460917,551,888.9587340825697,40.880757,-73.588724,-73.980797,40.756699,35800.782698788506
11561,21.301402482561844,-0.6106617080999135,059,36,37280,4.269165250965251,3.8995440154440155,9560.092116502286,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",37726,393,0.4267479529915736,0.3972837639155184,1667,9674.464463175033,40.589081,-73.648178,-73.980797,40.756699,33716.57311758134
11563,17.179720028099997,0.7344627453931464,059,36,22666,2.396861776061776,2.396861776061776,9456.531964576589,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",21919,360,0.4189697521300007,0.3879188290032333,1698,9144.87444328749,40.657253,-73.673728,-73.980797,40.756699,28178.058889937947
11565,16.2405234205841,1.4509280154746005,059,36,8690,1.1162945945945946,1.1162945945945946,7784.683399954967,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",8560,235,0.4218637447809815,0.39091821145192757,273,7668.22668626174,40.675061,-73.671666,-73.980797,40.756699,27620.791015188945
11566,16.850814561504976,0.22030326633664304,059,36,35321,6.406605405405405,5.452328185328185,6478.150030485365,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",33331,1042,0.4469641093159975,0.41587698261216505,1998,6113.168332326596,40.663239,-73.553779,-73.980797,40.756699,37504.719384456286
11568,14.750076542367133,-2.7557396041220104,059,36,4555,8.92212084942085,8.92212084942085,510.5288391487852,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",4548,241,0.45391223843903133,0.41024993694007633,163,509.7442723268222,40.786964,-73.596505,-73.980797,40.756699,32572.055475203437
11569,34.027875192614694,-1.6812613921711086,059,36,1398,0.3902996138996139,0.3902996138996139,3581.8636509324588,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",1117,287,0.44372441799296836,0.4126227659462582,34,2861.9039328265785,40.589786,-73.582305,-73.980797,40.756699,38434.03396780673
11570,19.28434388200125,0.6395436098503025,059,36,26646,3.762967567567568,3.677657142857143,7245.373607420874,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",27234,660,0.4331886873418365,0.4049243491765864,2235,7405.258005873305,40.666066,-73.638409,-73.980797,40.756699,30601.91500018714
11572,17.8330500013492,1.6606721288061737,059,36,30574,5.2419401544401545,4.775958687258687,6401.64666448338,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",29243,869,0.4350691678291104,0.4039720870679127,2073,6122.959161689262,40.631772,-73.636624,-73.980797,40.756699,32206.26983092996
11575,19.92636165916317,1.820020726214676,059,36,16272,1.7908474903474902,1.7805810810810812,9138.58974067075,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",17180,1027,0.3527841749774681,0.31424840583358943,342,9648.535628363046,40.680422,-73.584877,-73.980797,40.756699,34466.66601760393
11576,16.705551113675458,-1.7484424237802678,059,36,12366,4.830664092664093,4.5491833976833975,2718.2900575732333,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",12374,603,0.4585230925895043,0.41565640915598334,910,2720.0486149451067,40.799414,-73.647467,-73.980797,40.756699,28497.916895237035
11577,15.446197551615711,-2.845622415697152,059,36,12337,3.046515057915058,3.046515057915058,4049.5450590167334,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",12513,689,0.4474639369825795,0.40766289348903384,1000,4107.315986339984,40.783266,-73.638866,-73.980797,40.756699,28978.26026413631
11579,19.38475710268593,1.20576444520658,059,36,5055,1.1226142857142858,1.1226142857142858,4502.882302788134,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",5214,169,0.4592007379808352,0.42913211880835483,262,4644.51598946337,40.844016,-73.644006,-73.980797,40.756699,29999.00055831948
11580,16.749141221542743,3.0266348568361754,059,36,40113,3.922276447876448,3.9068285714285715,10267.407250308983,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",42990,1406,0.38709931320141067,0.35316427706771364,2046,11003.810178515274,40.6749,-73.702154,-73.980797,40.756699,25212.3068393891
11581,16.5743901102692,2.091767700209177,059,36,20844,2.9066598455598456,2.693214285714286,7739.451001193475,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",21794,779,0.40548624837664754,0.37071364199984425,1309,8092.1893648057285,40.651028,-73.715325000000007,-73.980797,40.756699,25303.722280007343
11590,17.317214937055123,1.8216081598899414,059,36,45768,6.700150965250965,6.676027027027027,6855.574402966646,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",47245,1425,0.3990483853170219,0.3588245628932165,3226,7076.813770935133,40.755182,-73.574338,-73.980797,40.756699,34274.72102657827
11596,14.14255677886973,-1.6989021353818012,059,36,10480,1.3318108108108109,1.3318108108108109,7868.985530775006,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",10347,474,0.4301912987883196,0.40090253260735864,680,7769.121496844369,40.759667,-73.642308,-73.980797,40.756699,28543.75055912282
11598,21.165332238673553,0.8790244148131803,059,36,13328,2.1163664092664094,1.9918042471042472,6691.420614940801,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",14066,1081,0.4456032290046649,0.40995191017607996,831,7061.9389533131225,40.630919,-73.712336,-73.980797,40.756699,26635.96070387865
11691,10.586336706206339,3.5043490505378845,081,36,60035,2.867227027027027,2.833769884169884,21185.559326948125,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",68543,2963,0.35943566954367906,0.32711827559435164,950,24187.920262297084,40.601278,-73.761651,-73.980797,40.756699,25330.072195835874
11692,18.71200458473329,0.39915035629552026,081,36,18540,1.0682776061776063,0.998618918918919,18565.64065506686,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",22074,1303,0.350452094688875,0.3191732138793439,135,22104.528145628152,40.594095,-73.792896,-73.980797,40.756699,24068.756168466647
11693,22.652085402710913,3.7999054507530174,081,36,11916,0.997142471042471,0.997142471042471,11950.147893652867,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",12944,1044,0.36716759581565184,0.3370073633534407,200,12981.093851581296,40.590692,-73.809749,-73.980797,40.756699,23453.243883845087
11694,9.574665287941613,0.7558930055274223,081,36,20408,1.3661915057915057,1.3656366795366794,14943.945418135545,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",21202,1006,0.40112526787793396,0.3727961687678302,589,15525.35920988386,40.57827,-73.844762,-73.980797,40.756699,22944.682556665302
11701,25.572034377534607,5.866895833677635,103,36,27109,5.304449034749035,4.770054054054054,5683.164109421391,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",28363,1496,0.3822286651815332,0.3383049546903667,1418,5946.054212088934,40.681433,-73.410099,-73.980797,40.756699,48873.78377676718
11702,21.668015912394782,5.134110282138756,103,36,14498,9.480362162162162,9.127235907335907,1588.4327026484991,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",14127,476,0.4230327105659758,0.38782237066102515,1046,1547.7851283153088,40.650581,-73.262413,-73.980797,40.756699,61764.788714710216
11703,27.630041771375264,5.198563722614865,103,36,16415,3.16246138996139,3.1199517374517374,5261.299334523415,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",16119,502,0.411465029279794,0.37148531230648324,530,5166.4260720793745,40.73267,-73.325925,-73.980797,40.756699,55295.522114825144
11704,26.676569494290202,4.915288956837588,103,36,40222,8.264401544401544,8.05934864864865,4990.725895292322,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",39981,1061,0.40559966115112933,0.3619563340403327,2044,4960.822734316602,40.717504,-73.358203,-73.980797,40.756699,52695.45561066648
11705,23.762125254932815,0.3917366586341623,103,36,8030,3.6256131274131276,3.5500830115830118,2261.9189393037195,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",7721,480,0.4303132963274109,0.40039864439582085,405,2174.8787210914093,40.743277,-73.055841,-73.980797,40.756699,78017.11775578707
11706,24.40584958860798,6.683258703697469,103,36,62543,18.265585714285713,17.040881081081082,3670.1740774093964,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",68401,1914,0.39154770888898943,0.3439000588429121,3158,4013.935645378062,40.722537,-73.252183,-73.980797,40.756699,61572.25736072002
11709,13.288072588028555,-3.2270746090077775,059,36,6669,2.0161081081081083,1.5111818532818533,4413.102225597036,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",6735,43,0.43933509568892765,0.40410972225132724,227,4456.776651581352,40.906478,-73.559505,-73.980797,40.756699,39206.583212933794
11710,16.572262257994936,0.1354640663495955,059,36,34496,5.524203088803088,4.885779922779923,7060.489941260469,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",34634,1216,0.44127300345881504,0.4092356633698733,2148,7088.735175835317,40.671803,-73.533514,-73.980797,40.756699,38905.64901189277
11713,29.019419449891252,3.5881512568157454,103,36,10401,5.1406138996139,5.0493505791505795,2059.8688557984215,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",9295,980,0.3822175666205841,0.34449768828809174,370,1840.8307869095593,40.776152,-72.943291,-73.980797,40.756699,87499.36829532031
11714,17.413894958611216,0.9765690032376024,059,36,22658,4.324171428571429,4.324171428571429,5239.847766046014,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",22741,1024,0.439471151671625,0.40265899644293524,1287,5259.0421947061695,40.742553,-73.486081,-73.980797,40.756699,41750.15247609378
11715,27.02180875047691,0.4221891545835208,103,36,4752,1.696600386100386,1.690849420849421,2810.421756901788,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",4583,416,0.4296373523122811,0.4013511318113513,159,2710.471993240929,40.751006,-73.034877,-73.980797,40.756699,79768.59684170668
11716,24.795993429101763,3.3300711596198185,103,36,10700,8.777617374517375,8.740833204633205,1224.1395928168852,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",9781,657,0.4260744032384201,0.3901735827159379,1959,1119.0008745179396,40.776697,-73.134857,-73.980797,40.756699,71356.1386031924
11717,24.771427316675982,7.898427862490072,103,36,60745,10.924838996138996,10.924838996138996,5560.265009074111,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",63492,2088,0.37524464523762263,0.31404022773948975,1555,5811.710362270696,40.783765,-73.252208,-73.980797,40.756699,61498.1585905807
11718,19.081286750884573,3.681554933526232,103,36,3103,0.9678084942084942,0.9452575289575289,3282.703289781911,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",3075,20,0.42488418349144463,0.3953305883439753,134,3253.0817325424996,40.723177,-73.268488,-73.980797,40.756699,60194.963675432766
11719,27.140766766475053,1.7284799220184202,103,36,3589,6.1372027027027025,5.991250193050193,599.0402477538352,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",3447,415,0.3768343594193093,0.33899102415539983,139,575.3390175557174,40.782153,-72.912104,-73.980797,40.756699,90142.40070466985
11720,27.547447803847646,3.939154730621021,103,36,29189,8.15168416988417,8.15168416988417,3580.732446411102,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",28454,1316,0.40685006150494696,0.3698530555282254,1049,3490.5670297091883,40.870291,-73.082097,-73.980797,40.756699,76764.78453419534
11721,21.456922149187204,1.5151392676826874,103,36,6292,3.9391478764478762,2.4900050193050194,2526.9025368294833,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",6288,416,0.45616498535110483,0.41999340188831347,245,2525.2961143648745,40.900759,-73.372447,-73.980797,40.756699,53693.07913003926
11722,26.09488081044342,6.222083473416262,103,36,35177,7.29158416988417,7.29158416988417,4824.3288674207,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",31878,1627,0.3740020096902084,0.3181199764667257,948,4371.889462877365,40.783033,-73.194927,-73.980797,40.756699,66318.5859025069
11724,19.06800602418447,-1.3376745141859,103,36,3220,4.0548779922779925,3.859047104247104,834.4028753772412,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",3175,412,0.46819734734286717,0.42848580825985416,152,822.7419656281804,40.864224,-73.456383,-73.980797,40.756699,45777.019381744954
11725,23.85972586879889,1.9921036278615392,103,36,29150,9.756940926640926,9.756940926640926,2987.6167355289735,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",29396,748,0.4454355326653942,0.41095983371616146,2345,3012.829556007194,40.840482,-73.280788,-73.980797,40.756699,59722.40628247239
11726,24.28111305186886,5.389119940683653,103,36,19857,2.7280864864864864,2.5681212355212355,7732.111601798951,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",19481,1197,0.37754762073061116,0.3257131299715312,883,7585.701068371121,40.678789,-73.395729,-73.980797,40.756699,50119.72869580915
11727,27.136442906313622,4.831955930552668,103,36,29030,9.099459845559846,9.099459845559846,3190.2992587153863,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",29736,1595,0.39381438730677726,0.35936269264205933,757,3267.886281679667,40.882073,-73.004014,-73.980797,40.756699,83462.50336771349
11729,25.583343604999758,6.058078075039212,103,36,28032,6.269232818532818,6.265478764478765,4474.0395832036675,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",27252,1114,0.41106393621985343,0.36889036724179936,2696,4349.547899595688,40.762698,-73.321445,-73.980797,40.756699,55600.07581496385
11730,22.089017612979454,4.9650005754763376,103,36,14712,9.351008108108108,7.610863706563706,1933.026338037322,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",13663,960,0.4236250284931479,0.39017184421882745,729,1795.1970402803106,40.716886,-73.169818,-73.980797,40.756699,68548.03560233049
11731,22.955845509121474,1.4515973766404338,103,36,30184,8.377988803088803,8.377988803088803,3602.773972301293,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",30436,1010,0.4519217395674055,0.41558237601109804,1647,3632.8527902518604,40.862648,-73.316948,-73.980797,40.756699,57163.06871204052
11732,16.16656762359617,-2.94588400370749,059,36,3430,1.5275930501930501,1.5275930501930501,2245.36240169889,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",3751,348,0.44373390732225604,0.4079286905279395,205,2455.4969005167745,40.844736,-73.536901,-73.980797,40.756699,38668.416836625685
11733,22.564422227332695,1.4141327402471382,103,36,18949,16.58667451737452,11.842818918918919,1600.041352462879,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",16363,781,0.44394954484726296,0.4219750959822975,1171,1381.6811784447777,40.940247,-73.112784,-73.980797,40.756699,75894.31440432656
11735,18.335988478853356,1.0507092865921548,059,36,32098,10.475599613899615,10.45560501930502,3069.932341622976,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",33893,859,0.4269119204406377,0.3868833361850013,3806,3241.610594262182,40.732747,-73.432789,-73.980797,40.756699,46294.910310654544
11738,27.006252547838265,4.459626399622961,103,36,17638,5.332975675675676,5.332975675675676,3307.3467933575953,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",17972,1063,0.3973237758603456,0.3596672279209462,681,3369.975993322525,40.83819,-73.038221,-73.980797,40.756699,79948.2648547921
11739,21.401572548872945,4.942793319733659,103,36,1223,0.9175853281853282,0.8304652509652509,1472.6684814066639,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",916,167,0.44377516080927293,0.4096244252202318,43,1102.9961806774359,40.729371,-73.159874,-73.980797,40.756699,69303.66910557995
11740,21.837931071789015,1.2837503950605642,103,36,9454,3.707491891891892,3.707491891891892,2549.971861213088,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",9693,678,0.44070014101490707,0.4043332079489035,449,2614.43592667003,40.865401,-73.361292,-73.980797,40.756699,53580.11170333015
11741,24.444947939311177,3.9784888857266525,103,36,27655,7.48359111969112,7.48359111969112,3695.4183570015034,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",26651,848,0.41463173963168354,0.38045980964721277,1454,3561.2581678700803,40.794828,-73.07033,-73.980797,40.756699,76868.44349981437
11742,26.242207965919473,4.318955018007516,103,36,13261,5.004195366795367,5.004195366795367,2649.9764753373734,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",12438,582,0.40406291283520734,0.36728850182150996,526,2485.514471023773,40.810011,-73.041426,-73.980797,40.756699,79400.75870983422
11743,21.35639219505182,1.1488837593223677,103,36,42230,29.08308108108108,25.370945945945945,1664.5023835521586,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",41878,1156,0.4463046563338298,0.4070891311640314,3869,1650.6282457588752,40.883386,-73.423641,-73.980797,40.756699,49009.218435561575
11746,21.750965392055818,2.855067150093019,103,36,67094,23.882884555984557,23.87920965250965,2809.7244831948856,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",67863,1448,0.43221162236782495,0.390315992326307,3828,2841.9282290973038,40.814268,-73.362276,-73.980797,40.756699,52525.41277361425
11747,19.54508903950055,1.435599233742533,103,36,19803,13.161753667953668,13.161286872586873,1504.6401002964908,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",18288,934,0.46191379916993286,0.4191624601640735,3812,1389.529776004758,40.788528,-73.407298,-73.980797,40.756699,48477.292445497456
11749,28.568461062494478,5.4043749197393,103,36,3345,2.1884517374517376,2.1884517374517376,1528.4778470348917,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",3341,36,0.39545985428428093,0.35007074331493865,661,1526.6500708351489,40.806738,-73.170891,-73.980797,40.756699,68494.82678518907
11751,23.963311887634724,5.990256085304515,103,36,14961,4.6202204633204635,3.996242857142857,3743.7664663594733,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",14314,719,0.40950530998514895,0.3716386251535587,620,3581.8643940558454,40.730486,-73.213924,-73.980797,40.756699,64743.55628223868
11752,26.17231033004715,5.027351136007442,103,36,9531,3.7366722007722006,3.713392664092664,2566.655579454811,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",9656,425,0.40434015315507343,0.364203728501205,300,2600.3175191706696,40.757114,-73.174012,-73.980797,40.756699,68030.29847882669
11753,16.999802914120973,-2.1588801923898537,059,36,12014,3.892108108108108,3.876161776061776,3099.457838471943,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",12857,642,0.46179909226999427,0.41750559058367254,1951,3316.9410212446955,40.789722,-73.539911,-73.980797,40.756699,37349.01705005005
11754,21.783372412768852,2.5663008804650524,103,36,18958,8.368074131274131,7.333678764478765,2585.0600508744024,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",17946,746,0.42975952050256233,0.3945240009904768,702,2447.0665509543214,40.885566,-73.24988,-73.980797,40.756699,63222.3243553597
11755,26.20329308867865,4.30375774866669,103,36,12387,3.2410482625482624,3.2399548262548263,3823.2014531877144,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",12598,346,0.4082536987024877,0.37320588578824204,735,3888.3258179752015,40.857797,-73.116818,-73.980797,40.756699,73662.55333181118
11756,18.517246225192448,1.734172395351385,059,36,42791,5.544950965250965,5.51998416988417,7752.014984654914,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",43446,1034,0.4177262118062215,0.38446607761035984,1550,7870.674745234217,40.724567,-73.516333,-73.980797,40.756699,39337.491217500516
11757,25.17735972068525,4.63251648015102,103,36,45700,7.10754749034749,6.79615637065637,6724.389126377077,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",44368,822,0.40575515397050876,0.36148907482474363,2190,6528.395990352257,40.68901,-73.373328,-73.980797,40.756699,51800.68985401504
11758,17.834568734021104,1.7331536439374788,059,36,53804,11.617304633204633,10.999126254826255,4891.661278675803,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",52783,1204,0.4304720182002591,0.3989109352793577,2762,4798.8357235957355,40.668934,-73.458448,-73.980797,40.756699,45144.99735970139
11762,15.688634432907635,1.2275093300492328,059,36,22360,3.1369938223938223,3.0851054054054052,7247.726434507911,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",22358,364,0.43925431020990613,0.4097343423820789,843,7247.078158440423,40.682744,-73.446664,-73.980797,40.756699,45810.609901399686
11763,29.423726244207238,4.274981952376968,103,36,28506,13.847724324324325,13.845890733590734,2058.8057892760344,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",28579,1339,0.38991890797647893,0.351370940487053,1347,2064.0781116859534,40.826881,-72.984928,-73.980797,40.756699,84292.93711877089
11764,26.551303703837505,2.52438917648895,103,36,13200,10.35363861003861,9.177069884169883,1438.3676017079838,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",12981,823,0.4216248924577791,0.3991322566886087,659,1414.5037755887377,40.938993,-72.979047,-73.980797,40.756699,86760.89150367379
11765,20.86616816966278,-2.0685284968920246,059,36,737,2.766141698841699,2.4460745173745173,301.29907930648636,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",782,152,0.4549690993342106,0.4082166606394737,6,319.6959023306273,40.882186,-73.558941,-73.980797,40.756699,38185.47468239021
11766,25.099808764013424,3.262746189437274,103,36,12635,7.607398069498069,6.165132818532818,2049.4286776788185,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",11720,859,0.42501634927639587,0.3989813069916346,626,1901.013383648259,40.939219,-73.018666,-73.980797,40.756699,83526.8956207416
11767,26.162519953064972,1.7423644810726735,103,36,14530,4.179924710424711,4.174280308880309,3480.839551931639,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",14952,888,0.429175870249207,0.39612976976294123,633,3581.9348231577337,40.842949,-73.145216,-73.980797,40.756699,71064.48144771559
11768,22.369455090616725,1.0894856423311707,103,36,21902,26.442310424710424,15.12731196911197,1447.8448018207778,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",21113,585,0.45381558134592004,0.4197913354350049,1332,1395.6874851996201,40.923631,-73.339309,-73.980797,40.756699,57130.85081258486
11769,23.530388545889753,5.755361602430422,103,36,9506,4.829098841698841,4.414998069498069,2153.115324256691,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",8340,581,0.41969760304188714,0.3900318855536151,439,1889.0155485273303,40.736277,-73.129837,-73.980797,40.756699,71802.450405873
11771,18.83940813301949,-1.0188098433809734,059,36,10007,14.512521621621621,10.697899613899613,935.4172651796117,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",9150,676,0.456394325967334,0.4165955458258826,807,855.3080819819573,40.872799,-73.52502,-73.980797,40.756699,40515.60817021756
11772,27.254056347408927,4.9149837980698265,103,36,44837,16.63957335907336,16.19449613899614,2768.656685281679,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",45991,1412,0.39516654398736495,0.3576527575607974,2520,2839.9154629611635,40.76178,-72.987407,-73.980797,40.756699,83764.13626769462
