zip,post_pct_change,pre_pct_change,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,estab_count,density2019,lat,lon,cbd_lon,cbd_lat,dist_to_cbd
1803,21.21513599426854,1.4344667129616675,017,25,24487,11.821033976833977,11.695616216216216,2093.690451816319,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",27650,67,0.47220532307773083,0.4282920917711933,2866,2364.1336624625815,42.503227,-71.201713,-71.058701,42.3549,20266.1364504092
1810,26.272067792257815,0.3964742376905264,009,25,33201,32.17093822393822,30.848458301158303,1076.2612405415853,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",35816,55,0.45705250869424663,0.40687890307798513,1915,1161.0304686978532,42.648044,-71.161751,-71.058701,42.3549,33710.7889233656
1821,23.977223447781736,1.5823044467764433,017,25,30310,16.964009652509652,16.567811196911197,1829.4510747231845,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",32797,525,0.43896259337071036,0.39231020584177245,1272,1979.5614284954233,42.54933,-71.251725,-71.058701,42.3549,26829.32149574577
1824,26.86882864534056,2.159337850262446,017,25,24911,18.13630386100386,17.74699884169884,1403.6739519849646,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25754,359,0.45869695262753957,0.4148023924525313,1472,1451.174941167387,42.59079,-71.355182,-71.058701,42.3549,35807.23155773011
1826,25.39524436405089,3.900964804144365,017,25,29422,21.28491274131274,20.625975675675676,1426.4537330322523,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",31294,99,0.4062656755835072,0.3620221815737432,977,1517.213075980943,42.679723,-71.30068,-71.058701,42.3549,41251.435363518365
1827,23.739098610457575,1.452048008373419,017,25,3179,16.758803088803088,16.455813127413126,193.18401195892426,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3366,20,0.44197615182973277,0.39768581151104243,69,204.54777736827273,42.676078,-71.500517,-71.058701,42.3549,50916.793899509314
1830,29.31429885239913,1.5740130717512895,009,25,25137,15.091463706563706,13.797645173745174,1821.8326158895504,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26305,892,0.39991729882698773,0.35488380526658675,873,1906.484742052537,42.796313,-71.053436,-71.058701,42.3549,49139.76572890158
1832,29.642652912485286,3.097801168058454,009,25,22060,11.842384942084943,11.359444015444016,1941.99645422855,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23270,825,0.39344908829271497,0.34518857569036077,488,2048.5157520352836,42.791114,-71.132859,-71.058701,42.3549,48938.1775377087
1833,24.629401376222763,-2.4576827870888684,009,25,8183,13.149830501930502,12.859945173745174,636.3168652309955,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",8695,20,0.4191387511876729,0.3760805536828202,293,676.13040977435,42.727885,-70.982034,-71.058701,42.3549,41993.95518237092
1834,28.591613131707927,0.7297497663124644,009,25,6459,9.397451351351352,8.883712741312742,727.0608796210983,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",6780,25,0.4199833593500989,0.37546640961429784,176,763.1944207820167,42.7539,-71.015935,-71.058701,42.3549,44554.702747941155
1835,27.32202480089037,0.8451679581140845,009,25,13682,8.695914671814672,7.812837837837838,1751.2202715558244,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13958,544,0.4091340643646168,0.36499882223545455,464,1786.546743924587,42.751157,-71.094242,-71.058701,42.3549,44207.303902569765
1841,29.547841906857393,5.04587917653271,009,25,47225,3.267426640926641,3.088889189189189,15288.667578391252,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",49367,1134,0.3505758880435798,0.29407711814780974,705,15982.120748384139,42.712015,-71.164873,-71.058701,42.3549,40696.67219380213
1843,30.556712463009404,3.7813210432128828,009,25,24425,3.5930567567567566,3.369234362934363,7249.421491334775,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25002,1129,0.36916713050876565,0.31387628153937375,838,7420.677016432018,42.689974,-71.160383,-71.058701,42.3549,38221.78197704334
1844,27.8342506662676,1.7705825384195777,009,25,47249,23.00607722007722,22.21754942084942,2126.6521840460287,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",50282,59,0.3946894138867614,0.34460458278248224,1699,2263.165889610413,42.742751,-71.178588,-71.058701,42.3549,44280.659700955744
1845,25.590729225551158,0.7254037701478457,009,25,28352,27.742879922779924,26.30637915057915,1077.7613991538556,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30842,28,0.44173213797388333,0.3983512751085284,1635,1172.4152466387984,42.673909,-71.091334,-71.058701,42.3549,35612.727198883884
1850,27.053572191568936,5.064949978721535,017,25,15237,1.4778540540540541,1.3597440154440155,11205.785667697503,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",16151,730,0.3720320732260283,0.32466766523432006,139,11877.971012599748,42.656045,-71.303309,-71.058701,42.3549,39073.976416741934
1851,25.593059714282834,6.100174388560349,017,25,30190,3.382615057915058,3.3380436293436295,9044.21971438892,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30686,908,0.38705261586547657,0.32903468988321477,829,9192.80974348256,42.627812,-71.33533,-71.058701,42.3549,37928.54265807344
1852,25.995512566515384,4.581479163272713,017,25,33508,5.195406563706563,4.953185328185328,6764.939686251583,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",35532,909,0.3871633830448587,0.33814795650487633,1375,7173.565624086525,42.631849,-71.295785,-71.058701,42.3549,36457.917864587165
1854,25.437962658851472,4.251859800665434,017,25,27606,4.471487644787644,3.933537065637066,7018.111063745373,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28937,1014,0.3807925501206709,0.32995759747894166,496,7356.483367804095,42.649481,-71.348229,-71.058701,42.3549,40496.523052587734
1860,28.938836882184603,0.8325389476753258,009,25,6338,8.854984942084942,8.458423552123552,749.3122046848548,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",6890,19,0.4218504415959691,0.3782996679969219,109,814.5725923443752,42.838603,-71.011997,-71.058701,42.3549,53981.4122166786
1862,24.77814368337747,3.0756992374326355,017,25,10227,9.656340926640926,9.240974517374518,1106.7014610603671,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",10623,540,0.4372690132893168,0.38901308838446735,630,1149.554084369246,42.578543,-71.295592,-71.058701,42.3549,31594.47407416418
1863,23.40436895796614,2.277241974953217,017,25,8891,4.947959845559845,4.623028957528957,1923.1979902527594,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",9372,362,0.450101822234628,0.4073739432748353,350,2027.2423309693918,42.63378,-71.38947,-71.058701,42.3549,41241.75632939015
1864,23.110016319425963,1.62000051265839,017,25,14892,13.496574903474903,13.1399138996139,1133.3407595949,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",15581,23,0.4597424136127237,0.41332764201979677,925,1185.7764152060256,42.578222,-71.084398,-71.058701,42.3549,24949.48740320327
1867,20.67492022831063,1.233158613634099,017,25,23956,9.95415250965251,9.935661003861004,2411.1128580867125,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25077,85,0.46936817572409933,0.42670281060926535,949,2523.9387686692476,42.535183,-71.105423,-71.058701,42.3549,20432.7048526551
1876,26.18468366674452,0.7572588844683298,017,25,28667,20.817373359073358,20.45605945945946,1401.3940493677812,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30878,130,0.43711457093411504,0.39146823222987304,1313,1509.4793824389837,42.611801,-71.227571,-71.058701,42.3549,31781.18517139148
1879,26.705729571681857,2.8860225920033504,017,25,11305,18.186891891891893,16.78156138996139,673.6560286197547,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",12443,100,0.43368326105120736,0.38979243299449495,507,741.4685505630789,42.667762,-71.42882,-71.058701,42.3549,46210.13506886884
1880,23.376450636783826,1.1207875804619463,017,25,24733,7.447498455598455,6.907154054054054,3580.7801312153047,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26720,92,0.45236147027132345,0.4081680235672091,1649,3868.4528810121274,42.501528,-71.0675,-71.058701,42.3549,16338.558532787618
1886,24.246619759170592,1.2119955964499776,017,25,21951,31.368971042471042,30.266968725868725,725.2460660600877,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",24342,42,0.4864425744491646,0.4389510727763303,1148,804.2430750323291,42.585295,-71.439826,-71.058701,42.3549,40461.9869633032
1887,20.872665261235614,1.2206595785198606,017,25,22325,17.156864092664094,16.977559845559846,1314.9710678733773,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23377,45,0.44793132985664164,0.40354185198935966,1569,1376.935214050434,42.564647,-71.164516,-71.058701,42.3549,24913.67769702538
1890,22.44868457438186,-0.4464345041486172,017,25,21382,6.345162548262548,6.029087644787645,3546.4735727445395,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",22738,35,0.5064698343449818,0.46343459726705843,990,3771.383224070028,42.452752,-71.144319,-71.058701,42.3549,12968.568780455482
1902,26.701270794903962,3.897915718478163,009,25,45139,2.4940258687258687,2.403045945945946,18784.076965382897,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",49641,1298,0.3525150931997964,0.30596382168868935,805,20657.53261345117,42.471039,-70.941535,-71.058701,42.3549,16120.659108750837
1904,26.4036544592339,0.973735062018935,009,25,18203,5.023981081081081,4.520544787644788,4026.7270550556354,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17294,1097,0.36596721271379085,0.32310939171336267,514,3825.64509641994,42.492456,-70.97393,-71.058701,42.3549,16822.65442275593
1905,25.670711543311942,3.995036374559583,009,25,25251,4.021042084942085,3.5595926640926643,7093.789200859714,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",24580,922,0.35783676794652214,0.3089986014988407,646,6905.284486045375,42.465998,-70.975792,-71.058701,42.3549,14120.456665272442
1906,23.926484273556884,0.8417291593094995,009,25,26660,11.806734362934362,10.800521235521236,2468.399387273959,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28222,42,0.3977982661032025,0.3556517534755778,1441,2613.022037045974,42.468432,-71.013946,-71.058701,42.3549,13162.73856141094
1907,24.475861150581174,1.6346483589636691,009,25,14027,3.463808108108108,3.036380694980695,4619.644705022465,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",15278,187,0.43295030324855566,0.3947229422219888,537,5031.648378365525,42.474287,-70.905908,-71.058701,42.3549,18284.240852976494
1908,26.56748966474312,0.6250477779326657,009,25,3410,2.4203189189189187,1.0459185328185328,3260.2921671258273,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3502,20,0.41181369232903553,0.37154708079628673,38,3348.2531288195446,42.428256,-70.926041,-71.058701,42.3549,13624.940361763785
1913,27.76376292613695,2.17514032483861,009,25,16283,13.724586486486487,12.262992664092664,1327.8161739163672,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17434,46,0.4143755319645034,0.37067902533850755,708,1421.6758076557112,42.851284,-70.955837,-71.058701,42.3549,55896.30621660661
1915,24.53778677462888,1.670733468861092,009,25,39502,16.62141081081081,15.093179922779923,2617.2085804383864,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",41885,25,0.43809020097344503,0.40070189851946564,2369,2775.094460828865,42.570269,-70.866996,-71.058701,42.3549,28681.68808962317
1921,26.87941016541156,0.016471210728734465,009,25,7961,24.401153281853283,23.556172200772203,337.9581339509408,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",8282,16,0.4495788704314724,0.4040920891420911,214,351.58513570929426,42.683108,-71.01833,-71.058701,42.3549,36685.78989819836
1922,25.82559965589024,-0.44984690514069575,009,25,3108,9.887320077220076,9.587596911196911,324.1688223636426,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3910,437,0.42411928661597564,0.3835623149320995,57,407.8185635269764,42.757313,-70.914241,-71.058701,42.3549,46336.12194113125
1923,24.6646569129076,1.3844247879612221,009,25,26342,14.109376447876448,13.202533976833976,1995.2230417449698,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",27406,44,0.4109851645434476,0.36797495124345075,2033,2075.8136315413653,42.574174,-70.950516,-71.058701,42.3549,25975.946363468993
1929,27.082455233672558,-0.4051989936211673,009,25,3504,15.950788416988416,13.971817374517375,250.7905669015401,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3745,20,0.40097600939233824,0.3592515771640832,213,268.0395756410581,42.634421,-70.776592,-71.058701,42.3549,38786.48807632044
1930,26.019838004071556,-1.0750824338820342,009,25,28789,31.590664864864866,26.19591698841699,1098.9880603427468,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30162,26,0.39955455101766024,0.3536935564074585,1540,1151.40080850526,42.61991,-70.681824,-71.058701,42.3549,42748.50603573212
1938,26.29811809824088,-0.3769759007180659,009,25,13175,35.810092664092664,30.431360231660232,432.9415412161882,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13963,25,0.4309457985842849,0.3874064936267733,629,458.83588159405207,42.68386,-70.842664,-71.058701,42.3549,40683.969809866525
1940,24.47055929371926,-0.04575258716582739,009,25,12108,11.208995366795367,10.548430115830115,1147.8485297854347,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13474,213,0.4396204823015706,0.3963005044537974,679,1277.34647260728,42.534118,-71.038574,-71.058701,42.3549,20018.848380560135
1944,24.443927796088403,-0.9214994527033652,009,25,5136,10.467454440154441,9.228879922779923,556.5139045013096,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",5383,18,0.4632326293617124,0.42696123125200347,295,583.277715718565,42.576636,-70.767154,-71.058701,42.3549,34386.935589645516
1945,24.170231420351417,-0.3508309609653974,009,25,19808,7.689747876447877,4.386314671814672,4515.863881650148,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",20500,40,0.4407476799021335,0.3990664046870291,1017,4673.627300778879,42.501835,-70.859126,-71.058701,42.3549,23161.477112632958
1949,23.111421669319853,0.8643226475226173,009,25,8987,14.48452277992278,13.455359845559846,667.9122745993028,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",9872,17,0.4158992386702246,0.37221005931576606,551,733.6853204455678,42.606666,-71.010316,-71.058701,42.3549,28306.5718300775
1950,26.97079074700805,1.012402329648467,009,25,17416,10.65916447876448,8.348066409266409,2086.231606958484,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",18077,30,0.4288934122526573,0.3865308678221357,1391,2165.411619142657,42.812358,-70.891095000000007,-71.058701,42.3549,52744.385211366694
1951,27.74375307152835,-0.9226136917276402,009,25,3558,16.4011027027027,13.7653722007722,258.4746673105146,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3150,439,0.42411926665220695,0.3836378384449133,94,228.83507645534596,42.773351,-70.850211,-71.058701,42.3549,49619.11617823664
1952,27.987546733398837,0.8306981152146373,009,25,8283,17.760092664092664,15.428595752895752,536.8602647097929,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",9379,83,0.3922098826650017,0.34542102683883097,451,607.8971897516778,42.844793,-70.841476,-71.058701,42.3549,57365.9809833573
1960,25.43780122910433,0.950835022904605,009,25,50944,16.561284942084942,15.997102316602316,3184.5767434473837,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",52628,168,0.39681995681137494,0.3532206065542437,2735,3289.8458082237144,42.534202,-70.969734,-71.058701,42.3549,21255.701828683035
1966,25.583096993760634,0.29751799641903626,009,25,6952,8.600095366795367,6.990935521235521,994.4305706843882,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",7231,18,0.40541952443858803,0.3628627533032262,286,1034.3393924940754,42.640741,-70.620242,-71.058701,42.3549,48036.93340031437
1969,25.032557645221814,-0.3097667978510395,009,25,5856,19.17771776061776,17.491925096525097,334.7830480456001,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",6372,19,0.41226841453429375,0.36803520075602875,320,364.2823740004378,42.720877,-70.891222,-71.058701,42.3549,42994.03604477769
1970,27.43158753869135,-0.026544576485743446,009,25,41109,13.591002316602317,8.108971042471042,5069.570452858946,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",43033,158,0.4037864568331421,0.3634044512998267,2170,5306.838534089348,42.524435,-70.870859,-71.058701,42.3549,24378.46171671662
1982,21.33891243816044,1.5250394548180815,009,25,7764,14.913402702702703,14.184403088803089,547.3617713338083,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",8031,22,0.45050639025284495,0.41303466159220636,191,566.1852634700946,42.626223,-70.85723,-71.058701,42.3549,34434.774654024106
1983,24.12752579330509,-1.4479215319943952,009,25,6089,12.820546718146717,11.923040154440155,510.69189746311883,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",6568,27,0.4489041610668998,0.4069765274279607,364,550.8662149019157,42.641379,-70.94344,-71.058701,42.3549,33264.24550332195
1984,22.38113080195686,1.5473138357416982,009,25,4875,8.142248262548263,7.660793822393822,636.3570294438069,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",5240,21,0.47191460582920675,0.4411128660178907,98,684.0022224175484,42.600595,-70.883406,-71.058701,42.3549,30906.162024143807
1985,26.852945946572138,-0.44426865068834936,009,25,4235,14.725050193050192,13.451012741312741,314.8461815810226,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",4631,17,0.4493475496132496,0.4022275391908195,92,344.28634401457276,42.799516,-70.964411,-71.058701,42.3549,50094.27809479525
2019,19.822744570348796,4.537472263667996,021,25,16332,18.898656756756758,18.348734749034747,890.0886204624633,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17108,29,0.4293907233015058,0.3808366917698935,674,932.3803648586714,42.076682,-71.47449,-71.058701,42.3549,46198.57267328985
2021,22.266975535135806,3.1714568880079286,021,25,21561,19.612791505791506,18.796464864864866,1147.077397532486,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23369,66,0.4487647395992335,0.408416047361211,1735,1243.2656974600743,42.175737,-71.125385,-71.058701,42.3549,20687.064203632395
