zip,post_pct_change,pre_pct_change,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,price_level,total_deaths,estab_count,deaths_capita,density2019,lon,lat,cbd_lon,cbd_lat,dist_to_cbd
1773,8.284077605188871,3.55956497533159,017,25,5112,14.38974749034749,13.616227413127413,375.43438758018374,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",4884,157,0.512508572189947,0.4751085706637019,1179186.0833333333,3832.98567792,208,0.7848046023587223,358.68966137355585,-71.30316,42.425537,-71.057761,42.359184,21484.948151616754
1775,8.414713132414898,3.4271050543490507,017,25,6590,17.98435637065637,17.312626254826256,380.64704355082466,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",7133,27,0.4917044403660827,0.4430588746502252,549061.9166666666,4508.09479728,200,0.6320054391251928,412.0114357584267,-71.51086,42.423882,-71.057761,42.359184,37941.57337820463
1776,8.946599958141064,3.2240360805995207,017,25,17659,24.719111969111967,24.238655212355212,728.5470190193822,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",19122,25,0.5229056925471046,0.4777829372812908,768355.25,9771.6679752,938,0.5110170471289615,788.9051530487925,-71.42989,42.38532,-71.057761,42.359184,30742.152124975957
1778,9.403886357561516,4.82530718692364,017,25,13109,16.011227413127415,15.208050965250965,861.9776478887986,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",14088,194,0.5117870933454436,0.4710398311006543,761140,7205.949350399999,614,0.5114955529812606,926.3514458354866,-71.35643,42.345583,-71.057761,42.359184,24617.14240870964
1801,7.892808320532153,6.35710661734284,017,25,38903,12.963816602316601,12.652292664092665,3074.778700812629,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",40359,91,0.44030035637336545,0.3950957696911199,528100.3333333334,23486.4471096,4071,0.5819382816620828,3189.856658512117,-71.15206,42.484545,-71.057761,42.359184,15962.264131351443
1803,8.84685837489154,4.402113731206405,017,25,24487,11.821033976833977,11.695616216216216,2093.690451816319,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",27650,67,0.4730128305213477,0.42839439392457745,593279.1666666666,14537.6072856,2866,0.525772415392405,2364.1336624625815,-71.20008,42.506362,-71.057761,42.359184,20128.527300459846
1810,10.380861596530137,4.931409036954153,009,25,33201,32.17093822393822,30.848458301158303,1076.2612405415853,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",35816,55,0.4685904614384239,0.42011418232284714,685836.5,24645.651072367997,1915,0.6881184686276524,1161.0304686978532,-71.1513,42.646942,-71.057761,42.359184,32940.079450902034
1821,11.174294211404975,5.8282740512784414,017,25,30310,16.964009652509652,16.567811196911197,1829.4510747231845,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",32797,525,0.4416181321659317,0.3937424677016867,469417.8333333333,15452.450824800002,1272,0.47115439902430106,1979.5614284954233,-71.25054,42.54805,-71.057761,42.359184,26319.85693199076
1824,11.058257414593232,5.755927566363298,017,25,24911,18.13630386100386,17.74699884169884,1403.6739519849646,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25754,359,0.46420134149124154,0.4169188385810004,481342.3333333333,14166.982120800001,1472,0.5500886122854702,1451.174941167387,-71.3544,42.595491,-71.057761,42.359184,35848.912361308765
1826,11.952441668184562,7.530539013677073,017,25,29422,21.28491274131274,20.625975675675676,1426.4537330322523,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",31294,99,0.40934009174363795,0.3638768817652306,382827.6666666667,17105.311758503998,977,0.5466003629610787,1517.213075980943,-71.316,42.677772,-71.057761,42.359184,41312.3287514113
1827,8.136990747097435,4.577162950436128,017,25,3179,16.758803088803088,16.455813127413126,193.18401195892426,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3366,20,0.4466495469993647,0.4032267427959411,530051.3333333334,1532.93058528,69,0.45541609782531195,204.54777736827273,-71.50292,42.671356,-71.057761,42.359184,50416.36285896338
1830,13.603408738146022,7.31822738400302,009,25,25137,15.091463706563706,13.797645173745174,1821.8326158895504,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26305,892,0.3993861091862231,0.35299822300175654,366868.3333333333,18412.173013199998,873,0.6999495538186655,1906.484742052537,-71.07011,42.78519,-71.057761,42.359184,47433.575136546
1832,12.670014202526325,7.59231247317835,009,25,22060,11.842384942084943,11.359444015444016,1941.99645422855,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23270,825,0.3945710661001339,0.3461329941679664,376231.8333333333,16533.6872232,488,0.7105151363644177,2048.5157520352836,-71.11023,42.781357,-71.057761,42.359184,47192.52210464348
1833,11.169496914034696,4.418728302221683,009,25,8183,13.149830501930502,12.859945173745174,636.3168652309955,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",8695,20,0.42235469760645555,0.37745488871425026,508271,5706.915136799999,293,0.6563444665669924,676.13040977435,-70.98291,42.729437,-71.057761,42.359184,41671.03825082197
1834,13.448987325782138,6.707373730305248,009,25,6459,9.397451351351352,8.883712741312742,727.0608796210983,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",6780,25,0.4258021832691729,0.3806116703368421,461037.0833333333,4230.19380724,176,0.6239223904483776,763.1944207820167,-71.02487,42.750691,-71.057761,42.359184,43665.73424687713
1835,12.78468830013256,6.70496533256422,009,25,13682,8.695914671814672,7.812837837837838,1751.2202715558244,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13958,544,0.4079104053769605,0.3654647273324998,382572.4166666667,9694.8275088,464,0.6945713933801404,1786.546743924587,-71.08518,42.757767,-71.057761,42.359184,44426.9798401191
1840,10.46286999634187,9.770275159127525,009,25,4733,0.5756934362934363,0.49823088803088805,9499.611753710813,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",5573,567,0.3519949190605996,0.29467199264174576,291430.5833333333,5079.1355056,563,0.9113826494886058,11185.577076575188,-71.16181,42.706941,-71.057761,42.359184,39641.8573443576
1841,13.96792426571051,9.617121878976805,009,25,47225,3.267426640926641,3.088889189189189,15288.667578391252,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",49367,1134,0.35150326591927167,0.29469598080435516,299477.3333333333,24146.7564188,705,0.4891274823019426,15982.120748384139,-71.16667,42.71159,-71.057761,42.359184,40233.96377495107
1843,15.461218780606394,9.224440271743275,009,25,24425,3.5930567567567566,3.369234362934363,7249.421491334775,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25002,1129,0.369560570466043,0.3142003774650843,321878,15089.470531199999,838,0.6035305388048956,7420.677016432018,-71.16078,42.691091,-71.057761,42.359184,37902.03986536373
1844,12.706169534975778,7.51876563260833,009,25,47249,23.00607722007722,22.21754942084942,2126.6521840460287,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",50282,59,0.3980899501056714,0.34816539726410484,389840.75,32507.9287452,1699,0.6465122458374766,2263.165889610413,-71.17935,42.73004,-71.057761,42.359184,42470.79985020678
1845,10.528499700529203,5.109599612212012,009,25,28352,27.742879922779924,26.30637915057915,1077.7613991538556,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30842,28,0.4447515368868334,0.3993545155842756,619762.1666666666,20176.8061084,1635,0.6541990178457947,1172.4152466387984,-71.11171,42.683841,-71.057761,42.359184,36410.68843483174
1850,12.930172145805313,8.499353426339447,017,25,15237,1.4778540540540541,1.3597440154440155,11205.785667697503,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",16151,730,0.3705076674839813,0.3227019384115338,293702.75,7703.5649064,139,0.4769713891647576,11877.971012599748,-71.30504,42.655791,-71.057761,42.359184,38755.4248443069
1851,11.009445300316107,8.106090624865116,017,25,30190,3.382615057915058,3.3380436293436295,9044.21971438892,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30686,908,0.3846363475756674,0.32558747302085417,334726.3333333333,14928.924468000001,829,0.48650604405918013,9192.80974348256,-71.33238,42.630915,-71.057761,42.359184,37723.705250910905
1852,10.918134238584548,6.747545811415778,017,25,33508,5.195406563706563,4.953185328185328,6764.939686251583,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",35532,909,0.39410574688448313,0.3440668989376039,351810.25,20057.706547200003,1375,0.5644969758865249,7173.565624086525,-71.29849,42.634112,-71.057761,42.359184,36428.71984906381
1854,13.500007292427677,8.121541655001879,017,25,27606,4.471487644787644,3.933537065637066,7018.111063745373,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28937,1014,0.38984183412007806,0.3382932321169117,342843,13529.466552,496,0.46754903936137127,7356.483367804095,-71.33348,42.649758,-71.057761,42.359184,39475.327185294955
1860,14.976425672046197,8.355196937618281,009,25,6338,8.854984942084942,8.458423552123552,749.3122046848548,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",6890,19,0.4142293724660524,0.3721047347676941,444247.0833333333,4644.9221904000005,109,0.6741541640638608,814.5725923443752,-71.00207,42.834246,-71.057761,42.359184,53080.2048627284
1862,10.737170063498107,6.338324344261011,017,25,10227,9.656340926640926,9.240974517374518,1106.7014610603671,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",10623,540,0.44735453909286754,0.3988612666003575,465547.1666666667,5596.56816912,630,0.5268349966224231,1149.554084369246,-71.2911,42.573592,-71.057761,42.359184,30607.53654960878
1863,10.178238509965686,5.492947005795311,017,25,8891,4.947959845559845,4.623028957528957,1923.1979902527594,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",9372,362,0.4490127247564467,0.4017977429718551,415724.1666666667,5907.561869040001,350,0.6303416420230474,2027.2423309693918,-71.39322,42.634199,-71.057761,42.359184,41174.60101977463
1864,8.580567343639487,5.123599679162548,017,25,14892,13.496574903474903,13.1399138996139,1133.3407595949,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",15581,23,0.4645947477184164,0.41649963616245994,597696.5833333334,8155.7678928000005,925,0.5234431610808036,1185.7764152060256,-71.0982,42.583436,-71.057761,42.359184,25183.483173323217
1867,8.856807807039234,4.881187122795164,017,25,23956,9.95415250965251,9.935661003861004,2411.1128580867125,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25077,85,0.46527692158664,0.41789027521723576,653129.75,13480.2085632,949,0.5375526802727599,2523.9387686692476,-71.10993,42.52585,-71.057761,42.359184,19041.710820784607
1876,11.859893445172425,6.273074278331387,017,25,28667,20.817373359073358,20.45605945945946,1401.3940493677812,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30878,130,0.4376554171963017,0.39051311108259684,464752.0833333333,17226.480483472,1313,0.5578884799362653,1509.4793824389837,-71.22071,42.601684,-71.057761,42.359184,30128.016433247514
1879,12.068034501378937,8.04572560740513,017,25,11305,18.186891891891893,16.78156138996139,673.6560286197547,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",12443,100,0.43180501865860804,0.3843625230670847,443368.0833333333,6142.10497296,507,0.4936193018532508,741.4685505630789,-71.41694,42.671589,-71.057761,42.359184,45585.07901344216
1880,12.040503358452497,5.794381693938467,017,25,24733,7.447498455598455,6.907154054054054,3580.7801312153047,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26720,92,0.45569797149606184,0.4104738624422787,586253.6666666666,15312.560413072,1649,0.5730748657586826,3868.4528810121274,-71.07132,42.501345,-71.057761,42.359184,15864.45597623552
1886,9.217408811572055,5.1998552061270535,017,25,21951,31.368971042471042,30.266968725868725,725.2460660600877,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",24342,42,0.4919373772771562,0.4443209888039247,594086.4166666666,14034.864504000001,1148,0.5765698999260538,804.2430750323291,-71.43754,42.592086,-71.057761,42.359184,40552.28662688349
1887,10.03698663596078,4.822155951134867,017,25,22325,17.156864092664094,16.977559845559846,1314.9710678733773,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23377,45,0.451049603065568,0.4049483071111014,540279.1666666666,11570.2254696,1569,0.4949405599349788,1376.935214050434,-71.17031,42.558576,-71.057761,42.359184,24043.941058036675
1890,9.873213866447971,4.3020578266056635,017,25,21382,6.345162548262548,6.029087644787645,3546.4735727445395,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",22738,35,0.5032600827095399,0.4600135272325123,1151577.75,11514.4668912,990,0.5063975235816695,3771.383224070028,-71.14276,42.451945,-71.057761,42.359184,12467.643066391096
1901,14.04510636279555,8.646173477689945,009,25,1689,0.27415945945945946,0.24761389961389962,6821.103349341982,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",2135,469,0.348714283119234,0.3021320831396454,383483.5,2675.38213596,459,1.2531063868665107,8622.294642300256,-70.946743,42.461246,-71.057761,42.359184,14572.00520091281
1902,12.138601943178609,8.160365463549446,009,25,45139,2.4940258687258687,2.403045945945946,18784.076965382897,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",49641,1298,0.3522269221298554,0.30498812663099106,371001.75,28198.0380516,805,0.5680392830845471,20657.53261345117,-70.94113,42.469946,-71.057761,42.359184,15617.529737008255
1904,12.999313217955425,6.942881321045135,009,25,18203,5.023981081081081,4.520544787644788,4026.7270550556354,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17294,1097,0.36893070470439127,0.3259426041674973,418712.1666666667,12215.7080236,514,0.7063552690875449,3825.64509641994,-70.96579,42.490421,-71.057761,42.359184,16448.238759044685
1905,12.331962477301927,7.640959570258936,009,25,25251,4.021042084942085,3.5595926640926643,7093.789200859714,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",24580,922,0.35387424104362625,0.30410869214996455,382532.5,16493.021561999998,646,0.6709935541903986,6905.284486045375,-70.97411,42.464879,-71.057761,42.359184,13627.347561932336
1906,10.248615065202673,5.950655201378613,009,25,26660,11.806734362934362,10.800521235521236,2468.399387273959,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28222,42,0.394697594715812,0.351482179242065,479682.9166666667,19002.160227556,1441,0.6733101916078237,2613.022037045974,-71.0098,42.462796,-71.057761,42.359184,12189.038855684887
1907,11.377025554775754,6.305729837664557,009,25,14027,3.463808108108108,3.036380694980695,4619.644705022465,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",15278,187,0.4347191696160341,0.3943952919297139,593868.6666666666,10833.2428912,537,0.709074675428721,5031.648378365525,-70.90588,42.474409,-71.057761,42.359184,17897.638642365113
1908,9.965220859421288,6.451586591751897,009,25,3410,2.4203189189189187,1.0459185328185328,3260.2921671258273,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3502,20,0.41789751862640734,0.3791633119227226,648976.25,2759.95443904,38,0.7881080636893204,3348.2531288195446,-70.92809,42.427096,-71.057761,42.359184,13069.162844811439
1913,10.950860319243446,5.559097544187164,009,25,16283,13.724586486486487,12.262992664092664,1327.8161739163672,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17434,46,0.41311179877214343,0.3683410547893021,416458,13908.7160036,708,0.797792589400023,1421.6758076557112,-70.93547,42.854423,-71.057761,42.359184,56032.85857021042
1915,11.491023696158665,7.150471608628311,009,25,39502,16.62141081081081,15.093179922779923,2617.2085804383864,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",41885,25,0.43768365422103317,0.3975891146734687,519731.5833333333,30522.116848,2369,0.7287123516294617,2775.094460828865,-70.8757,42.560995,-71.057761,42.359184,26986.23060126527
1921,11.901361668319096,6.321763345305146,009,25,7961,24.401153281853283,23.556172200772203,337.9581339509408,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",8282,16,0.44739485474995,0.4009972409779603,697803.5833333334,5093.806382000001,214,0.6150454457860421,351.58513570929426,-71.00844,42.677869,-71.057761,42.359184,35705.910170145646
1922,11.208734639077006,4.544275310314277,009,25,3108,9.887320077220076,9.587596911196911,324.1688223636426,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3910,437,0.4327762891179512,0.3891572159377401,543998.0833333334,3147.0312882400003,57,0.8048673371457802,407.8185635269764,-70.92648,42.76087,-71.057761,42.359184,45992.85954009981
1923,11.98043239829085,5.915159737457103,009,25,26342,14.109376447876448,13.202533976833976,1995.2230417449698,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",27406,44,0.40932978193159797,0.36491202216648233,517210.8333333333,19781.5849704,2033,0.7217975979858425,2075.8136315413653,-70.94322,42.569756,-71.057761,42.359184,25257.55313966667
1929,12.15962165263173,5.790744575196312,009,25,3504,15.950788416988416,13.971817374517375,250.7905669015401,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3745,20,0.4244990804756424,0.37971566389499356,585619.5833333334,2449.3167606800002,213,0.654023167070761,268.0395756410581,-70.77925,42.631753,-71.057761,42.359184,37989.822230102436
1930,11.613486593729936,4.551661249759176,009,25,28789,31.590664864864866,26.19591698841699,1098.9880603427468,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30162,26,0.4009756007319792,0.35309766396050235,510979.1666666667,24164.6626976,1540,0.8011624791989921,1151.40080850526,-70.67552,42.624015,-71.057761,42.359184,43053.06905978138
1938,11.603604997236468,5.393073473792687,009,25,13175,35.810092664092664,30.431360231660232,432.9415412161882,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13963,25,0.43514163169882353,0.3897461873753698,583169.5,11841.6285668,629,0.8480719449115519,458.83588159405207,-70.84007,42.682965,-71.057761,42.359184,40225.68411120301
1940,11.030135721453034,4.906355433962643,009,25,12108,11.208995366795367,10.548430115830115,1147.8485297854347,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13474,213,0.4434383193527581,0.39957283074421046,698959.0833333334,9174.373984799999,679,0.6808946107169362,1277.34647260728,-71.02834,42.527895,-71.057761,42.359184,18935.693543091595
1944,9.657412191878846,3.00575443840529,009,25,5136,10.467454440154441,9.228879922779923,556.5139045013096,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",5383,18,0.44722252059522316,0.4062220265656353,926129.0833333334,4083.81974004,295,0.7586512613858443,583.277715718565,-70.76462,42.580033,-71.057761,42.359184,34406.54374861978
1945,9.50382435446047,4.353655375723803,009,25,19808,7.689747876447877,4.386314671814672,4515.863881650148,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",20500,40,0.445449392287233,0.40170983009562605,744053.8333333334,15979.094625599999,1017,0.7794680305170731,4673.627300778879,-70.86323,42.497146,-71.057761,42.359184,22166.55103638128
1949,9.46171937175017,5.059419493246973,009,25,8987,14.48452277992278,13.455359845559846,667.9122745993028,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",9872,17,0.4170282613953282,0.3707659707185762,661299.1666666666,6492.5043092000005,551,0.6576685888573744,733.6853204455678,-71.01356,42.602278,-71.057761,42.359184,27303.325236065797
