zip,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,density2019,lat,lon,cbd_lon,cbd_lat,dist_to_cbd,estab_count,teleworkable_emp_mean,teleworkable_wage_mean
33179,0.7758056877382107,16.61392405063291,-0.1441104169955571,-0.1441104169955571,0.34054261293159827,0.24356690196432196,2.5843881856540083,-0.03856475947768425,-0.03856475947768425,-0.5096862948512663,086,12,41332,5.733758687258687,5.033927799227799,8210.685899456146,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",44341,1862,0.3748048339747124,0.32611659203020765,8808.42987195841,25.95762,-80.179998,-80.191803,25.7749,20374.639415893293,1896,0.44189700678217303,0.5112253803686709
33180,-3.578804599118399,-6.717081850533808,-3.8195493357171477,-3.8195493357171477,-2.3704571375728243,-1.4518664652754232,-3.8923487544483986,-1.2576677660984554,-1.2576677660984554,-1.9173268394932337,086,12,30840,3.9524424710424713,3.4073328185328187,9051.067695018874,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",32441,1029,0.4186060246356185,0.3616450011170753,9520.936676203219,25.960389,-80.143113,-80.191803,25.7749,21216.69223571144,4496,0.42931050550022243,0.4888212261683719
33181,-3.5353786485008207,-17.629716981132077,-2.5941027298493364,-2.5941027298493364,-3.371289344140023,-2.143105763015265,-7.841981132075472,-2.319128834965939,-2.319128834965939,-2.6900701108845904,086,12,18413,4.967907335907336,3.216772972972973,5724.059532551508,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",20111,1367,0.3730549905978199,0.3213432795750287,6251.917735249192,25.898061,-80.152505,-80.191803,25.7749,14264.391094559718,1696,0.4466297044669812,0.5097705429787736
33182,0.05419401457216836,16.93227091633466,0.28843258866742943,0.28843258866742943,-0.4817245739748299,-0.6202203889925935,21.314741035856574,-1.3668934786535798,-1.3668934786535798,-0.9032335762028061,086,12,16929,17.769739768339768,15.418272586872586,1097.9829228349274,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",16607,1079,0.410159596298263,0.3570713370100367,1077.098611821114,25.780762,-80.441531,-80.191803,25.7749,25041.675785577514,502,0.46072805420318724,0.5359165837051794
33183,-3.098706603131382,-5.476529160739687,-3.3718175629680056,-3.3718175629680056,-2.9053778080326755,-2.948944860449285,-2.987197724039829,-3.4486044928522808,-3.4486044928522808,-2.8618107556160655,086,12,35949,6.103144015444015,5.765438223938224,6235.258900310297,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",36725,1294,0.39872346377844464,0.35216184407515894,6369.854046396163,25.70313,-80.404436,-80.191803,25.7749,22769.36949162408,1406,0.37249872116073973,0.4244505506123755
33184,-3.787009410144595,-0.25252525252525254,-4.178563231581363,-4.178563231581363,-3.814551296763828,-3.084691301354143,0.25252525252525254,-3.363782419095708,-3.363782419095708,-3.075510672481065,086,12,21075,2.5964718146718146,2.4465057915057917,8614.326633998531,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",21785,1638,0.3963722325903674,0.3459946363284767,8904.53645179872,25.759711,-80.406473,-80.191803,25.7749,21587.126031499563,792,0.35293119153914143,0.40419083407702017
33185,0.31250996524123853,15.151515151515152,-0.09088300009566631,-0.09088300009566631,0.08928856149749673,0.7780860359067572,14.61038961038961,0.8153958991039255,0.8153958991039255,0.5612423865556938,086,12,27189,4.801225482625482,4.589628571428571,5924.008790004794,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",31359,1332,0.40776458614435934,0.36051128359478163,6832.579044678374,25.727513,-80.451643,-80.191803,25.7749,26581.33946500985,924,0.38987033344480526,0.44380005164285713
33186,-1.8503667196453826,-4.616220130340333,-1.9327510534987824,-1.9327510534987824,-1.9057756521485545,-1.843076070631808,-6.480811006517016,-1.6783074029250082,-1.6783074029250082,-1.9057756521485545,086,12,67137,13.542225482625483,12.63718223938224,5312.655838006017,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",68581,2506,0.4035145166937665,0.35946300469816045,5426.921816975597,25.654346,-80.412286,-80.191803,25.7749,25866.914134476923,5524,0.4051693252125272,0.4721300197816799
33187,1.655321782178218,10.105263157894736,1.9260519801980198,1.9260519801980198,1.1087046204620463,2.016295379537954,0.42105263157894735,2.7284447194719466,2.7284447194719466,1.0158828382838283,086,12,16315,39.71945328185328,39.56549305019305,412.3542699013679,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",19392,1186,0.3812875136578375,0.33543477941764294,490.12405773382324,25.595896,-80.506909,-80.191803,25.7749,37367.71829296469,475,0.37099102959368424,0.44222911431789474
33189,-0.9052098980156533,0.9446693657219973,-1.240809550162068,-1.240809550162068,-0.8142936200490157,-1.8657601391414342,2.0242914979757085,-2.4116530951063324,-2.4116530951063324,-1.8183255593327536,086,12,23828,5.769838996138996,5.5431772200772205,4298.617751872645,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami, FL",25298,1510,0.3841324648448222,0.3404539463114008,4563.80862375668,25.572213,-80.335434,-80.191803,25.7749,26772.195149537612,741,0.2969772615789474,0.3444605093819163
