zip,post_pct_change,pre_pct_change,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,price_level,total_deaths,estab_count,deaths_capita,density2019,lon,lat,cbd_lon,cbd_lat,dist_to_cbd,pp_growth
2120,-0.7438758496857766,1.7270266786957083,025,25,15181,0.6207451737451738,0.6207451737451738,24456.090263912472,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",15188,1201,0.4040375428187613,0.36851778371473526,769865.4166666666,8802.3923276,290,0.5795623075849355,24467.36703302171,-71.09651,42.332099,-71.057761,42.359184,4388.02160750734,-2.470902528381485
2124,2.780576264356236,7.1096064325010575,025,25,47783,3.074576447876448,3.0027127413127412,15913.277131901064,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",56649,1933,0.38302131810605605,0.3485900121447433,576670.3333333334,24877.126668875997,1034,0.43914502760641844,18865.94052790874,-71.07156,42.28713,-71.057761,42.359184,8101.021650352784,-4.329030168144822
2128,-7.2236727589208005,5.1701852649719955,025,25,40508,5.989934749034749,4.84982972972973,8352.458180476662,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",47263,1593,0.4129018431546431,0.36464608762099354,553642.8333333334,23012.1059274,1465,0.4868947364196094,9745.290584177656,-71.0255,42.378297,-71.057761,42.359184,3401.028513984674,-12.393858023892797
2130,-6.876186458553048,2.51909973157134,025,25,35401,3.4610042471042473,3.3341903474903476,10617.570177613408,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",40749,1364,0.45011509394540966,0.42150134535122225,878273.3333333334,25743.547579190003,1189,0.631759002164225,12221.557785587096,-71.11171,42.309998,-71.057761,42.359184,7049.003773838365,-9.395286190124388
2131,-8.733246865542585,10.829694323144105,025,25,29826,2.5974096525096524,2.592480694980695,11504.810839188178,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",34419,1322,0.4202085647290566,0.3915841512906258,607411,16023.784801199998,795,0.46555056222435276,13276.47301931261,-71.13052,42.284678,-71.057761,42.359184,10229.98850902763,-19.56294118868669
2132,-1.35074290859973,2.673917969635169,025,25,25861,4.656921235521236,4.561126254826255,5669.871552587643,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",27801,866,0.4435793484830997,0.41713120245791635,642563.9166666666,15688.441199600002,937,0.5643121182547391,6095.205097772285,-71.1598,42.279432,-71.057761,42.359184,12221.231989232061,-4.024660878234899
2134,-4.31069540463603,1.4434643143544506,025,25,21503,1.37186138996139,1.3263602316602316,16212.036132208415,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",19907,948,0.469376596701424,0.43301216344241933,806179.8333333334,13677.511233199999,931,0.6870704392022906,15008.74311881472,-71.13164,42.355147,-71.057761,42.359184,6093.921216251784,-5.754159718990481
2135,-6.722689075630252,3.3942558746736298,025,25,42780,2.8559432432432432,2.6348023166023165,16236.512215901848,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",44951,1296,0.48617040734523614,0.45172638102530643,751104,30324.879603933998,1217,0.6746208005146492,17060.4829503741,-71.15349,42.348418,-71.057761,42.359184,7965.8142253551305,-10.116944950303882
2138,-16.936641377896247,5.476791610021364,017,25,36314,3.0641980694980693,2.7404281853281853,13251.21387760473,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",38504,1173,0.521858803237637,0.5056100984411755,1995825.6666666667,32638.6363632,2161,0.8476687191772283,14050.359066566409,-71.12803,42.379146,-71.057761,42.359184,6191.759168155564,-22.41343298791761
2139,-13.757396449704142,3.0920590302178494,017,25,36349,1.6986081081081081,1.5563841698841698,23354.7736499435,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",38715,1033,0.5211819672757769,0.4947557789164994,1367569.75,22489.9341912,2121,0.5809100914684231,24874.963874042274,-71.10431,42.364347,-71.057761,42.359184,3871.7631240933583,-16.849455479921993
2140,-15.154994259471872,3.880326382592928,017,25,17607,1.1744328185328186,1.1536440154440155,15262.073711034163,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",21490,890,0.5121108733371682,0.48155871407146156,1208952.6666666667,14737.111296,872,0.685765997952536,18627.930030676675,-71.12837,42.393327,-71.057761,42.359184,6939.899645124509,-19.0353206420648
2141,-17.85513756316676,8.11728946897908,017,25,11910,0.651123166023166,0.6399054054054054,18612.12594766963,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",14522,605,0.5273304988095314,0.49327420700004787,1003469.9166666666,9819.578564056,701,0.6761863768114585,22693.979262137564,-71.08443,42.370519,-71.057761,42.359184,2530.5666298836727,-25.97242703214584
2143,-7.061688311688312,3.4290271132376398,017,25,24514,1.5432849420849422,1.5373868725868727,15945.238272232478,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25327,947,0.5106607825869695,0.47676641599308095,976538.0833333334,15524.964444,1119,0.612980789039365,16474.057669936854,-71.09908,42.381929,-71.057761,42.359184,4237.758016928203,-10.490715424925952
2144,-6.4682102168320474,3.957161009257579,017,25,23891,1.0844023166023167,1.0819050193050193,22082.34509841428,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",24818,932,0.5267681744967527,0.48934720338517573,1161685.5833333333,15708.995219999999,758,0.6329678144894834,22939.167077662954,-71.12165,42.399546,-71.057761,42.359184,6912.957375896492,-10.425371226089627
2145,-10.073816760746853,6.619688234038009,017,25,25439,1.486469111969112,1.3958135135135135,18225.214008686205,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28402,897,0.45556510140449885,0.4135798598295899,755622.5833333334,15588.5054184,738,0.548852384282797,20347.990419226608,-71.09225,42.390846,-71.057761,42.359184,4524.076162197538,-16.693504994784863
2150,-9.787343069433769,3.8337067463281054,025,25,35124,2.4544559845559846,2.2080285714285712,15907.40285451793,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",39983,48,0.3802922397415453,0.32799957339550906,454175.0833333333,18410.2317028,1298,0.4604514844508916,18108.008436743832,-71.03352,42.396382,-71.057761,42.359184,4595.702388432659,-13.621049815761875
2151,-6.804597701149426,3.2994350282485874,025,25,51808,7.1358602316602315,5.8650756756756754,8833.304609327408,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",53701,62,0.39429014843372445,0.3485690061149044,468713.8333333333,31810.64846041,1489,0.5923660352769967,9156.062593141814,-71.00525,42.416247,-71.057761,42.359184,7680.58680658976,-10.104032729398014
2155,-4.8582995951417,2.4,017,25,57964,8.758881853281853,8.196722393822395,7071.607066220225,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",59735,309,0.46312400682591853,0.4248573098144779,649635,34198.7778672,2134,0.5725082090432745,7287.669037690034,-71.10942,42.419846,-71.057761,42.359184,7977.518225622007,-7.2582995951417
2169,-3.3984275932031447,4.487506374298826,021,25,55055,10.43734362934363,8.97139305019305,6136.728119254044,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",56523,853,0.4405960991699051,0.39820948654942295,493866.3333333333,42022.766339652,2970,0.7434631272163897,6300.359340379554,-70.99593,42.250739,-71.057761,42.359184,13101.416839280302,-7.8859339675019715
2171,0.6197854588796187,-10.124858115777526,021,25,17711,4.36367027027027,2.4547694980694983,7214.934035121604,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17836,893,0.4415312401225466,0.4001708299821864,558139.25,13098.7569852,677,0.7343999206772819,7265.855313106484,-71.02316,42.284498,-71.057761,42.359184,8788.2441628718,10.744643574657145
2184,-0.3217651114686279,1.3863216266173752,021,25,35744,14.562844015444016,13.748603088803089,2599.8277620735184,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",37220,49,0.4344419727333679,0.394176440866118,541282.3333333334,21504.1649754,2914,0.577758328194519,2707.184123331926,-70.99968,42.209555,-71.057761,42.359184,17329.832757930955,-1.7080867380860032
2210,-16.601021152443472,1.5474412922492196,025,25,2090,1.4686374517374516,0.92649189189189185,2255.821144567418,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",3715,461,0.573740800126276,0.5189736449913284,956602.8333333334,7168.2995468,1957,1.9295557326514132,4009.7490679750995,-71.04463,42.347974,-71.057761,42.359184,1650.490694241181,-18.14846244469269
2215,-9.88102440008066,4.118454598940969,021,25,26125,0.8722355212355213,0.7641081081081081,34190.18817204301,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25770,1299,0.48847419801021863,0.4564563702353932,908228.0833333334,15223.145437418,950,0.5907312936522312,33725.59422750424,-71.10215,42.346997,-71.057761,42.359184,3895.564299056208,-13.99947899902163
2360,2.153769095917856,1.2738853503184715,023,25,56271,108.61533204633204,95.50923899613899,589.1681327528406,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",59826,48,0.38346838104917175,0.3412957981778104,391377.25,39417.54427491,2971,0.6588697936500852,626.3896627049713,-70.61999,41.894676,-71.057761,42.359184,63087.904305814474,0.8798837455993844
2445,-8.366678792288104,4.571428571428571,021,25,20679,2.6487861003861,2.602619691119691,7945.455907583464,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",21074,843,0.4887813896649758,0.4627418685187168,2143780.4166666665,12779.64657677,862,0.6064176984326658,8097.226064916772,-71.13933,42.324397,-71.057761,42.359184,7748.611245145912,-12.938107363716675
2446,-6.65066849502914,2.8605081608615177,021,25,29311,1.2917440154440154,1.287127413127413,22772.415303300277,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",29862,786,0.508047956846168,0.4824871728693243,2020384.25,22973.043195342,1366,0.7693069183357445,23200.500350965605,-71.12141,42.344747,-71.057761,42.359184,5477.316792667231,-9.511176655890658
2459,-9.747232777135304,2.7791087685673217,017,25,19095,5.089116216216216,5.004760617760618,3815.3672989346824,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",19012,794,0.5108081341516744,0.4802259179776004,1485929.6666666667,9420.4530216,1325,0.4955003693246371,3798.7830891514104,-71.193,42.321197,-71.057761,42.359184,11904.228714035225,-12.526341545702625
2467,-5.524861878453039,9.145427286356822,017,25,22491,4.927011583011583,4.872042084942085,4616.339433830518,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",22269,921,0.4936979431483685,0.46647199287469915,1442402.25,10201.231978079999,937,0.4580911571278458,4570.77332497318,-71.17314,42.321997,-71.057761,42.359184,10356.923827676923,-14.670289164809862
2472,-5.449223147939653,3.388319215336603,017,25,32014,4.154858301158301,4.031130115830116,7941.693540052718,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",35518,89,0.49197362269806616,0.4559663740545428,724221.0833333334,21711.1452456,1807,0.6112716156765584,8810.928692309379,-71.18196,42.371296,-71.057761,42.359184,10303.961684870683,-8.837542363276256
2474,-6.873184898354308,3.960868527797662,017,25,26312,3.3253486486486485,3.052450579150579,8619.959379431451,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",27878,577,0.5075184679085168,0.47316491305363445,830360.1666666666,16204.0471632,838,0.581248553095631,9132.989798563014,-71.15635,42.419496,-71.057761,42.359184,10525.25419056237,-10.83405342615197
2478,-11.106328024106759,9.34898612593383,017,25,24664,4.7185030888030886,4.646766795366795,5307.776586634823,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26099,34,0.5157505504428447,0.4830783548577827,1200968.8333333333,14160.4815312,1071,0.5425679731483964,5616.593461505929,-71.17471,42.391546,-71.057761,42.359184,10270.079255576935,-20.45531415004059
3820,9.744214372716199,7.574750830564785,017,33,30039,30.282167953667955,27.770503474903474,1081.6872667485698,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",31629,50,0.4232311880827269,0.37758277733705703,328185,2931.740749256,1574,0.0926915409673401,1138.9422603945043,-70.88787,43.190984,-71.057761,42.359184,93630.3081393177,2.169463542151414
7002,2.595758151313707,3.924133420536298,017,34,63031,6.644622007722008,5.835487258687259,10801.325957171115,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",65091,50,0.41632510018258984,0.36951737022202974,408201.5,56386.067597352,2106,0.8662651917677098,11154.33846644072,-74.117680000000007,40.666552,-74.004809,40.713415,10861.954310330671,-1.3283752692225912
7024,0.25951557093425603,1.8797814207650274,003,34,35353,2.896257142857143,2.549708108108108,13865.508717479055,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",37430,50,0.46628553431087083,0.4178078049414576,721549.6666666666,43781.195413,3120,1.1696819506545553,14680.111766900716,-73.97501,40.849879,-74.004809,40.713415,15397.362326735647,-1.6202658498307714
7030,-11.140583554376658,5.419354838709677,017,34,50005,1.2636057915057914,1.2636057915057914,39573.259584708714,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",53193,36,0.5648600786493597,0.5048974734769499,882486.25,60446.824271424004,2934,1.1363680234509053,42096.19832195601,-74.03294,40.744851,-74.004809,40.713415,4228.189745221264,-16.559938393086334
7042,2.1757322175732217,5.208333333333334,013,34,25599,3.7817324324324324,3.7755204633204635,6780.257251601916,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",26293,473,0.4754247859509674,0.43200732631999145,673542.5,31131.14862,1867,1.1840089993534402,6964.072968333497,-74.21576,40.81315,-74.004809,40.713415,20967.042915348844,-3.0326011157601123
7047,0.5401424011784924,0.4935834155972359,017,34,60773,5.30654555984556,5.133696911196911,11838.057651485096,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",61619,87,0.4141455010576195,0.36256295005613515,441099.1666666667,45042.935776695005,2146,0.7309910218714196,12002.85117448308,-74.01963,40.7946,-74.004809,40.713415,9123.482266360716,0.04655898558125654
7083,-2.062822315986873,4.459203036053131,013,34,53053,8.669521235521236,8.648474903474904,6134.376360239379,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",55162,625,0.41771136081782106,0.3735033682055134,360977.6666666667,50799.636937771,3046,0.9209172426266452,6378.234384172896,-74.26933,40.695401,-74.004809,40.713415,22412.68748190446,-6.5220253520400036
7086,-11.43777688280306,12.121212121212121,017,34,12554,0.8327474903474903,0.8079745173745174,15537.61873678114,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",14604,38,0.492695164646913,0.4379804523167385,882517.25,18863.7333624,348,1.2916826460147903,18074.827467894836,-74.022351,40.769796,-74.004809,40.713415,6448.334329036368,-23.55898900401518
7087,-2.75049115913556,1.3377926421404682,017,34,66515,1.288230888030888,1.288230888030888,51632.824998995966,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",68256,70,0.41125077226349943,0.3572706106548842,478344,49133.610121896,2373,0.7198430925031646,52984.290808561505,-74.0302,40.767751,-74.004809,40.713415,6416.5848602269525,-4.088283801276028
7093,-3.2681489418698098,0.47556142668428003,017,34,60884,1.2030907335907335,1.2030907335907335,50606.32444428042,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",63979,41,0.4318535592589421,0.37600807502058753,475747.6666666667,52944.682137912,1978,0.8275321924055081,53178.8652457233,-74.01223,40.7895,-74.004809,40.713415,8492.831973748092,-3.7437103685540896
7094,-5.846298915605846,4.257309941520468,017,34,16264,6.598638223938224,5.821738223938224,2793.6673506075153,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",20125,42,0.4695918522960913,0.4197724546732318,519253.8333333333,16670.7923688,1655,0.8283623537291926,3456.87133736942,-74.06,40.7885,-74.004809,40.713415,9566.902492297382,-10.103608857126314
7104,1.254355400696864,7.418181818181818,013,34,50478,2.653158687258687,2.5341795366795368,19918.872861762542,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",51075,1672,0.3762302428367673,0.32491096798963265,325188.25,52039.5079281,1173,1.0188841493509544,20154.45206653437,-74.16831,40.767702,-74.004809,40.713415,15056.2969789102,-6.1638264174849535
7110,-0.8092125739184562,0.6842923794712287,013,34,28351,3.429310038610039,3.3854366795366797,8374.39972555624,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",28397,86,0.4621389403407808,0.41824638124129204,405333.5,30742.739052954003,1280,1.0826051714249394,8387.987337540848,-74.15877,40.8196,-74.004809,40.713415,17556.15120879947,-1.493504953389685
7302,-9.649453448925744,2.807657247037375,017,34,36352,1.5362366795366795,1.4710945945945946,24710.851452770046,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",46585,1517,0.5725526778805727,0.5119967267156292,1077322.3333333333,65937.942832248,2535,1.415432925453429,31666.89631732209,-74.04703,40.721602,-74.004809,40.713415,3677.043948331476,-12.457110695963118
7304,1.0557184750733137,3.0529781502544147,017,34,41233,1.8911741312741313,1.8749436293436292,21991.594496328744,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",43327,1744,0.41688128479297165,0.36625329116450583,438625.3333333333,39128.818699368,987,0.9031047314461652,23108.428073204363,-74.07253,40.716452,-74.004809,40.713415,5724.033468760906,-1.997259675181101
7305,1.5792442188381277,4.951937081270026,017,34,60104,6.132013127413128,5.805385714285714,10353.144986059742,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",64994,1892,0.4023290165971055,0.3563953312598633,374111.4166666667,46954.194865991994,1064,0.7224389153766808,11195.466278849442,-74.08843,40.701302,-74.004809,40.713415,7184.10413806669,-3.3726928624318986
7307,-1.9089173711480774,2.682726526142896,017,34,43812,2.2720857142857143,2.2398853281853284,19559.929898507282,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",41411,1506,0.4555544355903815,0.40141942537887937,591156.5,33734.482128,961,0.8146261169254547,18488.000023443008,-74.04943,40.748001,-74.004809,40.713415,5384.363745909323,-4.591643897290973
7430,1.8080068876452864,-0.7357714780350574,003,34,25890,26.172415444015446,25.674254826254828,1008.4031717845438,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",26275,30,0.4913199788071832,0.4415504439284327,657855.9166666666,22853.6590486,1271,0.8697872140285442,1023.398738456504,-74.16147,41.077101999999996,-74.004809,40.713415,42577.58344442326,2.543778365680344
7631,-0.6557377049180327,3.4671099501306104,003,34,27119,4.932871428571429,4.909845945945946,5523.391222160875,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",28271,137,0.4261867321576807,0.378063646550316,425789.4166666667,24738.1564511,2250,0.8750364844221994,5758.021801751913,-73.9758,40.893343,-74.004809,40.713415,20178.100781662357,-4.122847655048643
7701,6.04292560950198,1.6901408450704223,025,34,23813,10.679416988416989,9.273572586872588,2567.834540240621,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",24028,622,0.4501806928223977,0.40545174878627854,445786.0833333333,15121.3321182,2534,0.6293212967454637,2591.0187012514866,-74.07703,40.352953,-74.004809,40.713415,40589.00754220573,4.352784764431558
7731,3.4784953485236616,2.3882254929186337,025,34,38304,33.92444749034749,33.51823861003861,1142.7808139216502,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",38730,743,0.4213698161933981,0.3817652297713085,370288.1666666667,18544.446464424,1641,0.4788134899154144,1155.4903123220945,-74.20815,40.146597,-74.004809,40.713415,65408.11270322766,1.0902698556050279
7901,-7.425742574257425,13.730074388947926,039,34,22806,6.3805312741312745,6.329067953667954,3603.3741724613637,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",23567,289,0.5077514609750795,0.4567744953570963,948513.9166666666,21752.2568256,1591,0.9229964282938007,3723.613045794833,-74.3633,40.714501,-74.004809,40.713415,30248.773995851996,-21.155816963205353
7920,-0.7685738684884714,7.8691423519009724,027,34,26747,23.4274694980695,23.251439768339768,1150.3373669109278,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",27037,315,0.5337932667361402,0.48025239165020367,738084.9166666666,17807.289527295998,1147,0.658626679265303,1162.8097128339907,-74.57039,40.6789,-74.004809,40.713415,47889.32924426155,-8.637716220389445
7950,7.227891156462585,-6.652452025586355,027,34,19564,9.187290347490347,9.072626254826254,2156.3767150214944,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",19550,804,0.511869127473414,0.4612503232362623,499613.4166666667,13458.387448,940,0.6884085651150895,2154.83361166787,-74.48223,40.842399,-74.004809,40.713415,42729.45108391718,13.88034318204894
7960,-6.5551839464882935,2.6246719160104988,027,34,43747,35.37768648648649,35.010086486486486,1249.5541825321075,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York, NY",44834,707,0.4954420199709046,0.4454497032908573,623934.25,29295.629782714997,3157,0.6534244051995137,1280.6023777549203,-74.48559,40.79215,-74.004809,40.713415,41479.91637894561,-9.179855862498792
8002,3.3366045142296366,5.257767156025948,007,34,22274,7.309952895752896,7.183157142857143,3100.8649201206795,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Philadelphia, PA",22964,632,0.4292040808462204,0.38332433851880393,240208.83333333334,13328.8870605,1809,0.580425320523428,3196.9229606559793,-75.02266,39.932279,-75.162596,39.952218,12147.723386831613,-1.9211626417963115
8021,4.444444444444445,8.440999138673558,007,34,44833,13.18800694980695,12.99171583011583,3450.891366948894,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Philadelphia, PA",44369,828,0.3839694116561948,0.339108641559459,138013.83333333334,26483.200341289998,1010,0.596885220340553,3415.1763000503083,-74.99574,39.810485,-75.162596,39.952218,21262.516490396938,-3.996554694229113
8043,7.160581354129741,4.051012753188297,007,34,29131,11.6435861003861,11.492071042471043,2534.8781688123127,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Philadelphia, PA",29218,43,0.4456573313775263,0.4031363541126019,318801.4166666667,16159.490973814,1782,0.5530662938535834,2542.4486058274056,-74.96128,39.851969,-75.162596,39.952218,20496.3635082505,3.1095686009414445
