zip,estab_count,teleworkable_emp_mean,teleworkable_wage_mean
01081,3,0.17196091,0.2013973
01082,212,0.27019446953301884,0.3276526675849057
01083,27,0.3363669991481481,0.41577429781481484
01085,1506,0.30757092377888445,0.36603338486321385
01086,6,0.17196091,0.2013973
01088,17,0.3975101085882353,0.4457778775294118
01089,1729,0.3168165213314055,0.3772514698293811
01090,7,0.2921361142857143,0.35687706142857145
01092,6,0.09476489449999999,0.1197041685
01093,4,0.17196091,0.2013973
01095,474,0.3856873630337553,0.44315262832911395
01096,41,0.23470607470731708,0.292241775097561
01101,7,0.63149911,0.7350716
01102,5,0.25692049,0.23108080000000003
01103,782,0.5170336093337596,0.5661721344283888
01104,841,0.32583320596908444,0.38152202974078475
01105,399,0.37944313630576443,0.4361760224461153
01106,446,0.4002759985313901,0.44733676065022426
01107,200,0.276074735995,0.295873922485
01108,400,0.28591140834,0.339474308865
01109,474,0.27061409579535867,0.3226348133523207
01115,51,0.6729708430588236,0.7303395187843138
01118,192,0.30803047565625,0.35786989819270837
01119,218,0.2411240699495413,0.2898181195550459
01128,42,0.20867482154761904,0.2598099562619048
01129,206,0.2225270641116505,0.27617418050000003
01144,57,0.8197779628070175,0.8685429014035088
01151,140,0.30539530823571426,0.35591012177857145
01201,2358,0.3355852599338422,0.38786243636556406
01202,10,0.0857230833,0.1136547779
01220,222,0.2596987331126126,0.3083349983468469
01222,10,0.40001954,0.5336233079999999
01223,45,0.26320289584444445,0.32174372775555554
01225,47,0.19598272946808512,0.2559449581914894
01226,162,0.35417831363580243,0.412148183808642
