COUNTY,ZIP,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
15003,96792,0.041924400,0.015905100,0.023731900,0.038166300
15003,96826,0.041114500,0.031546600,0.061664300,0.041743100
15003,96860,0.004265120,0.008282100,0.094651343,0.011309600
15003,96858,0.000000000,0.000966608,0.000055255,0.000093805
15003,96709,0.002843410,0.003822500,0.000055255,0.002728500
15003,96824,0.001548950,0.006480670,0.000055255,0.001896490
15003,96830,0.006934790,0.008677500,0.000055255,0.006588770
15003,96707,0.040940700,0.036994700,0.053652300,0.041512700
15003,96795,0.007646870,0.004591390,0.003370540,0.007047600
15003,96821,0.017772500,0.002811950,0.006105650,0.015522700
15003,96825,0.031350900,0.018519300,0.011106200,0.028665500
15003,96807,0.000330345,0.001471880,0.000055255,0.000416004
15003,96812,0.001152540,0.003427070,0.000055255,0.001282680
15003,96803,0.000384179,0.001054480,0.000055255,0.000422122
15003,96836,0.001260200,0.001076450,0.000055255,0.001154210
15005,96742,0.000000000,1.000000000,0.000000000,1.000000000
15007,96746,0.321931726,0.221818182,0.450239489,0.316362722
15007,96751,0.000000000,0.000227273,0.000000000,0.000027928
15007,96747,0.000000000,0.000227273,0.000000000,0.000027928
15007,96765,0.000000000,0.000227273,0.000000000,0.000027928
15007,96716,0.000000000,0.000227273,0.000000000,0.000027928
15007,96756,0.138918992,0.100000000,0.088344864,0.131482671
15007,96714,0.043992100,0.043181800,0.000532198,0.041612000
15007,96754,0.075758602,0.062500000,0.043108000,0.072416008
15007,96766,0.249559740,0.511363636,0.322511974,0.285558690
15007,96703,0.000000000,0.000227273,0.000000000,0.000027928
15007,96769,0.000000000,0.000227273,0.000000000,0.000027928
15007,96715,0.010566200,0.001818180,0.001064400,0.008992700
15007,96705,0.000000000,0.000681818,0.000532198,0.000111710
15007,96796,0.000000000,0.000227273,0.000000000,0.000027928
15007,96752,0.000067732,0.000000000,0.000532198,0.000083783
15007,96722,0.069899756,0.025909100,0.021820100,0.061971100
15007,96741,0.089305066,0.031136400,0.071314529,0.081213171
15009,96768,0.097926399,0.054888000,0.070045558,0.092261484
15009,96757,0.000000000,0.000101833,0.000000000,0.000010882
15009,96713,0.001960310,0.000407332,0.000284738,0.001730310
15009,96729,0.000025459,0.000000000,0.000284738,0.000032647
15009,96790,0.059674900,0.014867600,0.017084300,0.053258800
15009,96732,0.090543413,0.220570265,0.109054670,0.105146315
15009,96793,0.171947199,0.248778004,0.288154897,0.184599145
15009,96753,0.242696572,0.141649695,0.253986333,0.232329608
15009,96779,0.033961700,0.020162900,0.018792700,0.031907400
15009,96748,0.008783200,0.000712831,0.000569476,0.007606840
15009,96708,0.061011500,0.025356400,0.036446500,0.056262300
15009,96784,0.014944200,0.011201600,0.000854214,0.014005700
15009,96767,0.015606100,0.007128310,0.000569476,0.014125400
15009,96761,0.157983172,0.199185336,0.203302961,0.164118358
15009,96770,0.000000000,0.000101833,0.000000000,0.000010882
15009,96733,0.030766700,0.041344200,0.000284738,0.030732100
15009,96763,0.000000000,0.000101833,0.000000000,0.000010882
15009,96788,0.012169200,0.013442000,0.000284738,0.011851000
16001,83702,0.057953400,0.118964099,0.117988619,0.065566124
16001,83735,0.000000000,0.000129921,0.000000000,0.000011859
16001,83701,0.005034710,0.028842400,0.000232261,0.007044420
16001,83669,0.027704500,0.013858200,0.003019390,0.025600300
16001,83725,0.000000000,0.000043307,0.000000000,0.000003953
16001,83720,0.000000000,0.000043307,0.000000000,0.000003953
16001,83716,0.035482500,0.015936900,0.048891000,0.034154800
16001,83707,0.008663900,0.037893600,0.000232261,0.011045000
16001,83724,0.000000000,0.001212590,0.000116131,0.000114640
16001,83703,0.038799800,0.018015700,0.042271500,0.037020800
16001,83714,0.060321600,0.081806765,0.073742887,0.062739657
16001,83719,0.002616780,0.022909400,0.000232261,0.004387940
16001,83715,0.004302550,0.010740100,0.000232261,0.004751630
16001,83729,0.000000000,0.000043307,0.000000000,0.000003953
16001,83642,0.107242932,0.116279070,0.121588666,0.108556091
16001,83711,0.007104640,0.019834600,0.000232261,0.008032700
16001,83705,0.065424109,0.086700446,0.089536639,0.068187029
16001,83687,0.001089200,0.000259841,0.000000000,0.000976416
16001,83728,0.000000000,0.000086614,0.000000000,0.000007906
16001,83634,0.049176500,0.022606200,0.030658500,0.046120800
16001,83680,0.002539950,0.031181000,0.000232261,0.005075780
16001,83641,0.000329923,0.000000000,0.000116131,0.000292529
16001,83713,0.053804500,0.035468400,0.070607363,0.052702700
16001,83646,0.117881806,0.030488100,0.030890700,0.106943226
16001,83704,0.081310109,0.080204409,0.157821391,0.083813635
16001,83616,0.072352484,0.081503616,0.039019900,0.072053161
16001,83712,0.019180700,0.010047200,0.017303400,0.018283100
16001,83717,0.003696940,0.004157460,0.000116131,0.003617090
16001,83706,0.077292284,0.065739899,0.104982000,0.077180333
16001,83708,0.000000000,0.000086614,0.000000000,0.000007906
16001,83709,0.100694193,0.064917067,0.049936100,0.095700608
16003,83638,0.026211300,0.117647059,0.000000000,0.027152800
16003,83547,0.006354250,0.000000000,0.000000000,0.006206360
16003,83612,0.567116759,0.647058824,0.615384615,0.568657874
16003,83643,0.044479700,0.117647059,0.076923077,0.045771900
16003,83632,0.105639396,0.000000000,0.076923077,0.103956555
16003,83654,0.250198570,0.117647059,0.230769231,0.248254461
16005,83245,0.020464800,0.000000000,0.004268290,0.017998300
16005,83250,0.016736700,0.002288910,0.003048780,0.014910200
16005,83204,0.227439782,0.238809766,0.209146341,0.227778674
16005,83201,0.427381613,0.443794507,0.463414634,0.430230682
16005,83202,0.238597605,0.178026450,0.309146341,0.235775355
16005,83214,0.006451440,0.001017290,0.000609756,0.005738250
16005,83234,0.011977500,0.002034590,0.003048780,0.010739100
16005,83246,0.011660200,0.000508647,0.004268290,0.010370300
16005,83206,0.016763200,0.057477100,0.001219510,0.019865000
16005,83205,0.022474300,0.074516785,0.001219510,0.026386700
16005,83281,0.000052881,0.000000000,0.000609756,0.000069136
16005,83209,0.000000000,0.001525940,0.000000000,0.000138271
16007,83223,0.033106100,0.000000000,0.014925400,0.030347700
16007,83238,0.017851300,0.000000000,0.014925400,0.016499700
16007,83272,0.037974700,0.000000000,0.014925400,0.034767200
16007,83220,0.018825100,0.000000000,0.014925400,0.017383600
16007,83261,0.068159688,0.020325200,0.104477612,0.065409546
16007,83233,0.017851300,0.000000000,0.014925400,0.016499700
16007,83254,0.582603051,0.947154472,0.761194030,0.612551562
16007,83287,0.121713729,0.032520300,0.044776100,0.113730112
16007,83239,0.073352808,0.000000000,0.014925400,0.066882734
16007,83276,0.028562200,0.000000000,0.000000000,0.025928100
16009,83824,0.022976200,0.000000000,0.029673600,0.021968000
16009,83866,0.000267165,0.000000000,0.008902100,0.000915332
16009,83861,0.787336361,0.865517241,0.186943620,0.746224256
16009,83833,0.001602990,0.000000000,0.000000000,0.001373000
16009,83851,0.143467807,0.124137931,0.080118694,0.137299771
16009,83870,0.031792700,0.010344800,0.106824926,0.036155600
16009,83830,0.011755300,0.000000000,0.587537092,0.055377600
16009,83876,0.000801496,0.000000000,0.000000000,0.000686499
16011,83210,0.058024300,0.028637800,0.012389400,0.054807000
16011,83274,0.212384453,0.136222910,0.233628319,0.208024224
16011,83262,0.028065500,0.006191950,0.001769910,0.025889500
16011,83218,0.006403830,0.000000000,0.001769910,0.005854150
16011,83221,0.611203920,0.805727554,0.707964602,0.626646480
16011,83404,0.000167056,0.000000000,0.000000000,0.000151400
16011,83256,0.004454840,0.001547990,0.000000000,0.004138280
16011,83236,0.048223600,0.017027900,0.012389400,0.045167800
16011,83211,0.000445484,0.000000000,0.000000000,0.000403735
16011,83277,0.003285440,0.000773994,0.001769910,0.003078480
16011,83203,0.000000000,0.000000000,0.001769910,0.000050467
16011,83402,0.000111371,0.000000000,0.000000000,0.000100934
16011,83215,0.001670560,0.000773994,0.000000000,0.001564470
16011,83202,0.025559600,0.003095980,0.026548700,0.024123100
16013,83340,0.346834938,0.338164251,0.030303000,0.342802945
16013,83333,0.460717314,0.483091787,0.796536797,0.466103609
16013,83320,0.012520600,0.007514760,0.030303000,0.012284900
16013,83353,0.116526164,0.089103596,0.008658000,0.113093356
16013,83354,0.013568100,0.005904460,0.008658000,0.012872000
16013,83348,0.000099766,0.000000000,0.004329000,0.000135495
16013,83313,0.049733100,0.076221149,0.121212121,0.052707600
16015,83629,0.174808984,0.202453988,0.432432432,0.179982441
16015,83670,0.003704560,0.000000000,0.000000000,0.003511850
16015,83622,0.314424635,0.404907975,0.324324324,0.317822651
16015,83602,0.008798300,0.030674800,0.000000000,0.009438100
16015,83666,0.014355200,0.030674800,0.000000000,0.014705900
16015,83631,0.090530215,0.092024540,0.148648649,0.091527656
16015,83716,0.332947442,0.171779141,0.054054100,0.322651449
16015,83637,0.060430700,0.067484663,0.040540500,0.060360000
16017,83852,0.050925400,0.164858097,0.043179600,0.059409500
16017,83813,0.019357800,0.000834725,0.009813500,0.017252200
16017,83822,0.037402000,0.019616000,0.010304200,0.034174500
16017,83856,0.130481821,0.063439065,0.029440600,0.118390236
16017,83865,0.000000000,0.000000000,0.000490677,0.000032987
16017,83860,0.181329933,0.057596000,0.010304200,0.160052779
16017,83825,0.000000000,0.000000000,0.090284593,0.006069600
16017,83811,0.021676100,0.009599300,0.081943081,0.024773200
16017,83864,0.439975271,0.658597663,0.293915604,0.447435263
16017,83841,0.000000000,0.000000000,0.064769382,0.004354280
16017,83848,0.006104860,0.002504170,0.036310100,0.007850900
16017,83803,0.000772768,0.000000000,0.000000000,0.000659739
16017,83804,0.032224400,0.009599300,0.002944060,0.028467800
16017,83840,0.000000000,0.000000000,0.245829244,0.016526500
16017,83836,0.022835300,0.007929900,0.070166830,0.024839200
16017,83869,0.015996300,0.001252090,0.005397450,0.014118400
16017,83801,0.019898800,0.000417362,0.000981350,0.017087300
16017,83809,0.008770900,0.000000000,0.000490677,0.007521030
16017,83821,0.012248400,0.003756260,0.003434740,0.010984700
16019,83285,0.000881184,0.000339443,0.000000000,0.000795587
16019,83427,0.013689100,0.001357770,0.002670940,0.012039900
16019,83444,0.000020493,0.000000000,0.000000000,0.000017680
16019,83406,0.132997254,0.062118100,0.083867521,0.123987836
16019,83443,0.003463260,0.000169722,0.001068380,0.003040910
16019,83449,0.000655765,0.000339443,0.000534188,0.000618790
16019,83402,0.244456740,0.305329260,0.414529915,0.256426576
16019,83428,0.003053400,0.001357770,0.001068380,0.002811070
16019,83404,0.208983975,0.182620502,0.123931624,0.203422793
16019,83442,0.001209070,0.000339443,0.000000000,0.001078460
16019,83405,0.021742700,0.064154786,0.001068380,0.025476500
16019,83403,0.019939300,0.101663272,0.001068380,0.027827900
16019,83401,0.346551088,0.280040733,0.369658120,0.340387539
16019,83454,0.001475470,0.000000000,0.000534188,0.001290620
16019,83274,0.000881184,0.000169722,0.000000000,0.000777907
16021,83845,0.110334347,0.014989300,0.061797800,0.102975779
16021,83853,0.000000000,0.000000000,0.005617980,0.000138408
16021,83826,0.000000000,0.000000000,0.011236000,0.000276817
16021,83847,0.110030395,0.008565300,0.140449438,0.104221453
16021,83805,0.779635258,0.976445396,0.780898876,0.792387543
16023,83255,0.339622642,0.214285714,0.071428571,0.330605565
16023,83213,0.560034305,0.678571429,0.857142857,0.569558101
16023,83244,0.100343053,0.107142857,0.071428571,0.099836334
16025,83322,0.144186047,0.000000000,0.250000000,0.144144144
16025,83327,0.753488372,1.000000000,0.750000000,0.756756757
16025,83337,0.102325581,0.000000000,0.000000000,0.099099099
16027,83607,0.140757268,0.051591700,0.108324146,0.133991857
16027,83660,0.022267400,0.007683860,0.003583240,0.020682400
16027,83626,0.005140320,0.002822640,0.001653800,0.004869920
16027,83630,0.000000000,0.000000000,0.000275634,0.000009858
16027,83605,0.155675132,0.221734358,0.189636163,0.161042597
16027,83656,0.002023320,0.000000000,0.000275634,0.001833610
16027,83641,0.009733800,0.004704410,0.005788310,0.009276500
16027,83676,0.019511300,0.006899800,0.003583240,0.018148800
16027,83669,0.005369990,0.000470441,0.000275634,0.004879780
16027,83606,0.008804200,0.057550600,0.000551268,0.011573500
16027,83687,0.163112190,0.223616120,0.224366042,0.169106557
16027,83634,0.002012380,0.000000000,0.000000000,0.001813900
16027,83686,0.231117527,0.078093147,0.219128997,0.221068820
16027,83644,0.065260188,0.052532500,0.022602000,0.062934374
16027,83651,0.147636547,0.241649679,0.219404631,0.156113526
16027,83653,0.021578400,0.050650800,0.000551268,0.022654000
16029,83285,0.013698600,0.000000000,0.000000000,0.012330800
16029,83217,0.108586702,0.003875970,0.013513500,0.098345865
16029,83276,0.637487471,0.914728682,0.918918919,0.665263158
16029,83241,0.240227197,0.081395349,0.067567568,0.224060150
16031,83211,0.002490400,0.000877193,0.000000000,0.002264080
16031,83311,0.021272200,0.000000000,0.003773580,0.018656000
16031,83312,0.004150670,0.000000000,0.003773580,0.003713100
16031,83318,0.788730933,0.954385965,0.815094340,0.806466220
16031,83350,0.009339000,0.001754390,0.000000000,0.008331800
16031,83342,0.054062500,0.007894700,0.064150943,0.049538100
16031,83323,0.069627477,0.019298200,0.067924528,0.064390509
16031,83344,0.007782500,0.002631580,0.000000000,0.007063940
16031,83346,0.042544400,0.013157900,0.045283000,0.039576200
16033,83435,0.005102040,0.000000000,0.000000000,0.004901960
16033,83423,0.831632653,0.500000000,0.500000000,0.818627451
16033,83446,0.163265306,0.500000000,0.500000000,0.176470588
16035,83544,0.727383121,0.817518248,0.453781513,0.713000818
16035,83827,0.000910747,0.007299270,0.201680672,0.014172800
16035,83553,0.099574985,0.021897800,0.033613400,0.092395748
16035,83520,0.024286600,0.021897800,0.084033613,0.028073000
16035,83537,0.015786300,0.014598500,0.000000000,0.014717900
16035,83545,0.002428660,0.000000000,0.000000000,0.002180430
16035,83541,0.086824529,0.029197100,0.000000000,0.079040611
16035,83546,0.042805100,0.087591241,0.226890756,0.056418600
16037,83278,0.064532783,0.091954023,0.043478300,0.065461651
16037,83235,0.007743930,0.000000000,0.000000000,0.007327800
16037,83251,0.292720702,0.563218391,0.130434783,0.302393747
16037,83227,0.076923077,0.057471300,0.043478300,0.075720567
16037,83253,0.006195150,0.011494300,0.086956522,0.007327800
16037,83226,0.511615901,0.275862069,0.565217391,0.502198339
16037,83255,0.040268500,0.000000000,0.130434783,0.039570100
16039,83623,0.044091800,0.033564800,0.015254200,0.042366200
16039,83633,0.013893000,0.006944440,0.000000000,0.012954400
16039,83327,0.000073121,0.000000000,0.000000000,0.000066094
16039,83647,0.791020766,0.928240741,0.510169492,0.787904825
16039,83627,0.017475900,0.006944440,0.011864400,0.016655700
16039,83648,0.118016964,0.010416700,0.459322034,0.125181758
16039,83716,0.014112300,0.013888900,0.003389830,0.013681400
16039,83624,0.001316170,0.000000000,0.000000000,0.001189690
16041,83241,0.000381170,0.000000000,0.000000000,0.000350877
16041,83283,0.008576300,0.002793300,0.000000000,0.008070200
16041,83232,0.023060800,0.027933000,0.010526300,0.023157900
16041,83286,0.083666857,0.011173200,0.010526300,0.077894737
16041,83237,0.107680579,0.027933000,0.126315789,0.102982456
16041,83228,0.042881600,0.008379900,0.042105300,0.040701800
16041,83263,0.733752621,0.921787709,0.810526316,0.746842105
16043,83448,0.002168770,0.003125000,0.000000000,0.002179840
16043,83420,0.139787066,0.156250000,0.044247800,0.138782925
16043,83440,0.044164000,0.003125000,0.000000000,0.040871900
16043,83438,0.010449500,0.000000000,0.008849600,0.009809300
16043,83436,0.024842300,0.000000000,0.008849600,0.023069900
16043,83433,0.000000000,0.000000000,0.008849600,0.000181653
16043,83451,0.038052100,0.009375000,0.061946900,0.036875600
16043,83421,0.026419600,0.000000000,0.008849600,0.024523200
16043,83445,0.545347003,0.718750000,0.849557522,0.561671208
16043,83429,0.168769716,0.109375000,0.008849600,0.162034514
16045,83607,0.019170800,0.000000000,0.006369430,0.017510700
16045,83617,0.931054394,0.987517337,0.961783439,0.935828877
16045,83670,0.024367700,0.006934810,0.019108300,0.022963200
16045,83629,0.006467260,0.001386960,0.000000000,0.005976720
16045,83636,0.009123500,0.002773930,0.006369430,0.008598100
16045,83655,0.000808407,0.000000000,0.000000000,0.000733983
16045,83657,0.006236290,0.001386960,0.006369430,0.005871870
16045,83616,0.002771680,0.000000000,0.000000000,0.002516510
16047,83355,0.394749035,0.360526316,0.306930693,0.391604370
16047,83337,0.000000000,0.002631580,0.000000000,0.000143761
16047,83332,0.144092664,0.078947368,0.207920792,0.141460610
16047,83314,0.036447900,0.034210500,0.000000000,0.035796400
16047,83316,0.006023170,0.002631580,0.000000000,0.005750430
16047,83338,0.014362900,0.007894700,0.000000000,0.013801000
16047,83330,0.404169884,0.513157895,0.485148515,0.411299597
16047,83352,0.000154440,0.000000000,0.000000000,0.000143761
16049,83654,0.007070400,0.000000000,0.000000000,0.006021730
16049,83549,0.031202000,0.010050300,0.146938776,0.041235800
16049,83552,0.081155856,0.020100500,0.106122449,0.080377013
16049,83526,0.004150020,0.002512560,0.087074830,0.012043500
16049,83531,0.000000000,0.000000000,0.001360540,0.000130907
16049,83547,0.011220400,0.000000000,0.072108844,0.016494300
16049,83522,0.092837381,0.057788900,0.074829932,0.089278701
16049,83525,0.017522300,0.027638200,0.146938776,0.030501400
16049,83536,0.172609899,0.062814070,0.019047600,0.152114151
16049,83542,0.005533350,0.002512560,0.051700700,0.009818000
16049,83533,0.011220400,0.010050300,0.000000000,0.010079900
16049,83539,0.121118967,0.040201000,0.070748299,0.112056552
16049,83671,0.000000000,0.000000000,0.001360540,0.000130907
16049,83554,0.035813100,0.015075400,0.093877551,0.040319400
16049,83530,0.408545958,0.751256281,0.127891156,0.399397827
16051,83401,0.003856910,0.001988070,0.000000000,0.003679770
16051,83444,0.045222300,0.015904600,0.063432836,0.044336700
16051,83431,0.028444700,0.007952300,0.003731340,0.026925100
16051,83402,0.009738700,0.005964210,0.000000000,0.009334100
16051,83435,0.020152300,0.000000000,0.003731340,0.018847600
16051,83425,0.021984400,0.005964210,0.007462690,0.020911900
16051,83442,0.759521743,0.906560636,0.858208955,0.768533477
16051,83434,0.052357500,0.021868800,0.018656700,0.050170500
16051,83450,0.036833500,0.031809100,0.029850700,0.036438700
16051,83443,0.021888000,0.001988070,0.014925400,0.020822100
16053,83347,0.006356860,0.003764120,0.000000000,0.006044390
16053,83301,0.002301620,0.002509410,0.000000000,0.002279030
16053,83335,0.076830338,0.033877000,0.064327485,0.073226318
16053,83338,0.877027619,0.941028858,0.894736842,0.882382085
16053,83325,0.037483600,0.018820600,0.040935700,0.036068200
16055,83814,0.170454139,0.270514520,0.280449868,0.183837336
16055,83833,0.012738800,0.002650920,0.013639600,0.011909300
16055,83877,0.026216400,0.055548900,0.000239292,0.027615500
16055,83842,0.000953323,0.000240993,0.000239292,0.000861041
16055,83854,0.251570004,0.182913604,0.336204834,0.249328285
16055,83810,0.006363430,0.001807450,0.001196460,0.005747190
16055,83801,0.031590700,0.006145320,0.008853800,0.028414300
16055,83869,0.011392200,0.000602482,0.024168500,0.011017200
16055,83803,0.003408130,0.000361489,0.000478583,0.003018830
16055,83816,0.026347500,0.090854320,0.000239292,0.030769200
16055,83835,0.150779937,0.181949632,0.074419718,0.150153016
16055,83876,0.010951300,0.001204960,0.017229000,0.010384400
16055,83815,0.196515605,0.153271478,0.162000479,0.191296229
16055,83861,0.003002970,0.000000000,0.000239292,0.002624620
16055,83858,0.097703683,0.051934000,0.080402010,0.093013123
16055,83851,0.000011917,0.000000000,0.000000000,0.000010374
16057,83535,0.011794500,0.003333330,0.016762700,0.011640200
16057,83843,0.793222484,0.956000000,0.749083290,0.800913901
16057,83834,0.005293140,0.000666667,0.000523834,0.004521400
16057,83872,0.019791700,0.000000000,0.006809850,0.017171700
16057,83824,0.001380820,0.000000000,0.000000000,0.001154400
16057,83871,0.037109500,0.005333330,0.030382400,0.034199100
16057,83832,0.031010900,0.008666700,0.007857500,0.027272700
16057,83844,0.000000000,0.000666667,0.000000000,0.000048100
16057,83823,0.028306800,0.002000000,0.049764300,0.028379000
16057,83537,0.017950600,0.005333330,0.001047670,0.015488200
16057,83806,0.000000000,0.000000000,0.037716100,0.003463200
16057,83855,0.036706700,0.014000000,0.099528549,0.040836900
16057,83857,0.017432800,0.004000000,0.000523834,0.014911000
16059,83463,0.018168600,0.002028400,0.008771900,0.016261900
16059,83465,0.001695740,0.000000000,0.008771900,0.001689550
16059,83468,0.000242248,0.000000000,0.008771900,0.000422386
16059,83469,0.010658900,0.002028400,0.000000000,0.009503700
16059,83467,0.807897287,0.931034483,0.877192982,0.822386484
16059,83235,0.005329460,0.002028400,0.008771900,0.005068640
16059,83466,0.040939900,0.008113600,0.008771900,0.036747600
16059,83462,0.027131800,0.004056800,0.026315800,0.024709600
16059,83226,0.000242248,0.000000000,0.000000000,0.000211193
16059,83464,0.065406977,0.014198800,0.043859600,0.059556500
16059,83229,0.000242248,0.020284000,0.008771900,0.002534320
16059,83253,0.022044600,0.016227200,0.000000000,0.020908100
16061,83544,0.003348210,0.018181800,0.000000000,0.003481290
16061,83555,0.079241071,0.018181800,0.388888889,0.129677981
16061,83523,0.184151786,0.200000000,0.540404040,0.246301131
16061,83548,0.040178600,0.018181800,0.000000000,0.032201900
16061,83524,0.040178600,0.000000000,0.005050510,0.032201900
16061,83522,0.001116070,0.000000000,0.000000000,0.000870322
16061,83536,0.496651786,0.436363636,0.045454500,0.416013925
16061,83545,0.027901800,0.036363600,0.000000000,0.023498700
16061,83543,0.127232143,0.272727273,0.020202000,0.115752829
16063,83352,0.655524079,0.842105263,0.675000000,0.663476874
16063,83324,0.136543909,0.078947368,0.050000000,0.132376396
16063,83330,0.000566572,0.000000000,0.025000000,0.001063260
16063,83347,0.017563700,0.026315800,0.000000000,0.017543900
16063,83327,0.000566572,0.000000000,0.000000000,0.000531632
16063,83349,0.188668555,0.039473700,0.250000000,0.183944710
16063,83350,0.000566572,0.000000000,0.000000000,0.000531632
16063,83338,0.000000000,0.013157900,0.000000000,0.000531632
16065,83448,0.054653300,0.024188400,0.017518200,0.050783900
16065,83441,0.000000000,0.000636537,0.001459850,0.000105580
16065,83434,0.003116200,0.001273070,0.000000000,0.002850660
16065,83440,0.937196620,0.895607893,0.973722628,0.935068363
16065,83445,0.000838976,0.000000000,0.000000000,0.000739059
16065,83451,0.001977590,0.000000000,0.002919710,0.001847650
16065,83460,0.000000000,0.078294080,0.004379560,0.006651530
16065,83422,0.000239708,0.000000000,0.000000000,0.000211160
16065,83436,0.001977590,0.000000000,0.000000000,0.001742070
16067,83335,0.000409375,0.000000000,0.000000000,0.000374777
16067,83318,0.015351600,0.139830508,0.067010309,0.024547900
16067,83347,0.164261590,0.151129944,0.092783505,0.162091258
16067,83336,0.306416948,0.228813559,0.340206186,0.301883257
16067,83343,0.000000000,0.000000000,0.005154640,0.000093694
16067,83323,0.000818749,0.000000000,0.000000000,0.000749555
16067,83350,0.512741787,0.480225989,0.494845361,0.510259533
16069,83832,0.004333920,0.000500250,0.000000000,0.003756740
16069,83537,0.007274790,0.003501750,0.000000000,0.006541150
16069,83524,0.021411600,0.006003000,0.039357400,0.021037700
16069,83501,0.909968012,0.970485243,0.807228916,0.909661451
16069,83535,0.010886400,0.003001500,0.000000000,0.009590700
16069,83545,0.006500880,0.007003500,0.004819280,0.006452750
16069,83548,0.001289860,0.001000500,0.000000000,0.001193320
16069,83541,0.015787800,0.003501750,0.007228920,0.014231400
16069,83555,0.001135070,0.000000000,0.000000000,0.000972333
16069,83540,0.021411600,0.005002500,0.141365462,0.026562400
16071,83252,0.967307692,0.990000000,0.972222222,0.969343696
16071,83243,0.028846200,0.010000000,0.027777800,0.027202100
16071,83342,0.003846150,0.000000000,0.000000000,0.003454230
16073,83628,0.418164390,0.577464789,0.617647059,0.426420260
16073,83627,0.009106200,0.007042250,0.000000000,0.008898000
16073,83650,0.053678400,0.049295800,0.014705900,0.052931800
16073,83624,0.050323500,0.028169000,0.102941176,0.050422100
16073,83641,0.113826983,0.091549296,0.000000000,0.111339265
16073,83604,0.066858375,0.070422535,0.044117600,0.066621036
16073,83302,0.002635990,0.000000000,0.000000000,0.002509700
16073,83639,0.285406183,0.176056338,0.220588235,0.280857860
16075,83660,0.023338400,0.006986030,0.003649640,0.021676100
16075,83619,0.373921867,0.427145709,0.313868613,0.376736376
16075,83607,0.020717100,0.009980000,0.000000000,0.019462700
16075,83655,0.157449687,0.034930100,0.116788321,0.147229431
16075,83661,0.424572975,0.520958084,0.565693431,0.434895436
16077,83271,0.014227600,0.009463700,0.012820500,0.013743700
16077,83204,0.120934959,0.151419558,0.102564103,0.123394084
16077,83211,0.837059621,0.826498423,0.871794872,0.836868838
16077,83212,0.027777800,0.012618300,0.012820500,0.025993400
16079,83837,0.386452931,0.502354788,0.394495413,0.396888222
16079,83850,0.231966054,0.124018838,0.082568807,0.215913744
16079,83802,0.002514540,0.001569860,0.003058100,0.002456670
16079,83808,0.006286340,0.001569860,0.107033639,0.010372600
16079,83810,0.004714760,0.003139720,0.006116210,0.004640370
16079,83839,0.136727959,0.039246500,0.015290500,0.122833356
16079,83873,0.204148986,0.317111460,0.262996942,0.216596151
16079,83830,0.000785793,0.000000000,0.000000000,0.000682408
16079,83812,0.003771810,0.001569860,0.003058100,0.003548520
16079,83867,0.000000000,0.000000000,0.061162100,0.002729630
16079,83868,0.007543610,0.000000000,0.003058100,0.006687590
16079,83846,0.005343390,0.003139720,0.015290500,0.005595740
16079,83861,0.000314317,0.000000000,0.000000000,0.000272963
16079,83849,0.000000000,0.000000000,0.042813500,0.001910740
16079,83874,0.009429500,0.006279430,0.003058100,0.008871300
16081,83455,0.517924926,0.255520505,0.496774194,0.501342539
16081,83452,0.142555884,0.015772900,0.032258100,0.131568853
16081,83424,0.019612000,0.000000000,0.006451610,0.018028400
16081,83422,0.317798397,0.728706625,0.464516129,0.347142309
16081,83436,0.002108810,0.000000000,0.000000000,0.001917910
16083,83328,0.073657179,0.032361000,0.017738400,0.068238868
16083,83301,0.647290357,0.657019143,0.899482631,0.655388445
16083,83321,0.003096050,0.001139470,0.000739098,0.002847680
16083,83316,0.104305669,0.057429400,0.032520300,0.097918029
16083,83303,0.053040800,0.198040109,0.002956390,0.065032590
16083,83302,0.002424040,0.000911577,0.000739098,0.002235960
16083,83334,0.019680300,0.002734730,0.008130100,0.017782200
16083,83344,0.008232100,0.004329990,0.005173690,0.007783660
16083,83341,0.085969376,0.045578900,0.031781200,0.080684287
16083,83332,0.002304040,0.000455789,0.000739098,0.002088300
16085,83635,0.000000000,0.000000000,0.006849320,0.000092790
16085,83677,0.002286430,0.005946480,0.013698600,0.002783710
16085,83611,0.306173353,0.168483647,0.143835616,0.291082862
16085,83615,0.159010601,0.102081269,0.246575342,0.154866846
16085,83638,0.532529620,0.723488603,0.589041096,0.551173796
16087,83610,0.065857496,0.033766200,0.047619000,0.062968212
16087,83661,0.000674309,0.000000000,0.000000000,0.000607410
16087,83632,0.001123850,0.000000000,0.000000000,0.001012350
16087,83645,0.057765800,0.012987000,0.009523800,0.053249600
16087,83672,0.874578557,0.953246753,0.942857143,0.882162381
17001,62312,0.002670510,0.000931388,0.000000000,0.002452720
17001,62343,0.000613911,0.000000000,0.000000000,0.000545048
17001,62311,0.000368347,0.000000000,0.000000000,0.000327029
17001,62373,0.000399042,0.000000000,0.000000000,0.000354281
17001,62338,0.018417300,0.002794160,0.001117320,0.016624000
17001,62349,0.009454200,0.003415090,0.002234640,0.008748000
17001,62306,0.016023100,0.067680844,0.002234640,0.020221300
17001,62346,0.003100250,0.000931388,0.001117320,0.002861500
17001,62325,0.005617290,0.001241850,0.001117320,0.005123450
17001,62316,0.000214869,0.000000000,0.000000000,0.000190767
17001,62324,0.020719500,0.010245300,0.023463700,0.019867000
