Location,Location ID,state,Party
Franklin Parish,LA-041,LA,0
Grant Parish,LA-043,LA,0
Iberia Parish,LA-045,LA,0
Iberville Parish,LA-047,LA,0
Jackson Parish,LA-049,LA,0
Jefferson Davis Parish,LA-053,LA,0
Jefferson Parish,LA-051,LA,0
La Salle Parish,LA-059,LA,0
Lafayette Parish,LA-055,LA,0
Lafourche Parish,LA-057,LA,0
Lincoln Parish,LA-061,LA,0
Livingston Parish,LA-063,LA,0
Madison Parish,LA-065,LA,0
Morehouse Parish,LA-067,LA,0
Natchitoches Parish,LA-069,LA,0
Orleans Parish,LA-071,LA,0
Ouachita Parish,LA-073,LA,0
Plaquemines Parish,LA-075,LA,0
Pointe Coupee Parish,LA-077,LA,0
Rapides Parish,LA-079,LA,0
Red River Parish,LA-081,LA,0
Richland Parish,LA-083,LA,0
Sabine Parish,LA-085,LA,0
St. Bernard Parish,LA-087,LA,0
St. Charles Parish,LA-089,LA,0
St. Helena Parish,LA-091,LA,0
St. James Parish,LA-093,LA,0
St. John the Baptist Parish,LA-095,LA,0
St. Landry Parish,LA-097,LA,0
St. Martin Parish,LA-099,LA,0
St. Mary Parish,LA-101,LA,0
St. Tammany Parish,LA-103,LA,0
Tangipahoa Parish,LA-105,LA,0
Tensas Parish,LA-107,LA,0
Terrebonne Parish,LA-109,LA,0
Union Parish,LA-111,LA,0
Vermilion Parish,LA-113,LA,0
Vernon Parish,LA-115,LA,0
Washington Parish,LA-117,LA,0
Webster Parish,LA-119,LA,0
West Baton Rouge Parish,LA-121,LA,0
West Carroll Parish,LA-123,LA,0
West Feliciana Parish,LA-125,LA,0
Winn Parish,LA-127,LA,0
Androscoggin County,ME-001,ME,0
Aroostook County,ME-003,ME,0
Cumberland County,ME-005,ME,0
Franklin County,ME-007,ME,0
Hancock County,ME-009,ME,0
Kennebec County,ME-011,ME,0
Knox County,ME-013,ME,0
Lincoln County,ME-015,ME,0
Oxford County,ME-017,ME,0
Penobscot County,ME-019,ME,0
Piscataquis County,ME-021,ME,0
Sagadahoc County,ME-023,ME,0
Somerset County,ME-025,ME,0
Waldo County,ME-027,ME,0
Washington County,ME-029,ME,0
York County,ME-031,ME,0
Allegany County,MD-001,MD,1
Anne Arundel County,MD-003,MD,1
Baltimore City,MD-510,MD,1
Baltimore County,MD-005,MD,1
Calvert County,MD-009,MD,1
Caroline County,MD-011,MD,1
Carroll County,MD-013,MD,1
Cecil County,MD-015,MD,1
Charles County,MD-017,MD,1
Dorchester County,MD-019,MD,1
Frederick County,MD-021,MD,1
Garrett County,MD-023,MD,1
Harford County,MD-025,MD,1
Howard County,MD-027,MD,1
Kent County,MD-029,MD,1
Montgomery County,MD-031,MD,1
Prince George's County,MD-033,MD,1
Queen Anne's County,MD-035,MD,1
Somerset County,MD-039,MD,1
St. Mary's County,MD-037,MD,1
Talbot County,MD-041,MD,1
Washington County,MD-043,MD,1
"Washington, D.C.",MD-511,MD,1
Wicomico County,MD-045,MD,1
Worcester County,MD-047,MD,1
Barnstable County,MA-001,MA,1
Berkshire County,MA-003,MA,1
Bristol County,MA-005,MA,1
Dukes County,MA-007,MA,1
Essex County,MA-009,MA,1
Franklin County,MA-011,MA,1
Hampden County,MA-013,MA,1
Hampshire County,MA-015,MA,1
Middlesex County,MA-017,MA,1
Nantucket County,MA-019,MA,1
Norfolk County,MA-021,MA,1
Plymouth County,MA-023,MA,1
Suffolk County,MA-025,MA,1
Worcester County,MA-027,MA,1
Alcona County,MI-001,MI,0
Alger County,MI-003,MI,0
Allegan County,MI-005,MI,0
Alpena County,MI-007,MI,0
Antrim County,MI-009,MI,0
Arenac County,MI-011,MI,0
Baraga County,MI-013,MI,0
Barry County,MI-015,MI,0
Bay County,MI-017,MI,0
Benzie County,MI-019,MI,0
Berrien County,MI-021,MI,0
Branch County,MI-023,MI,0
Calhoun County,MI-025,MI,0
Cass County,MI-027,MI,0
Charlevoix County,MI-029,MI,0
Cheboygan County,MI-031,MI,0
Chippewa County,MI-033,MI,0
Clare County,MI-035,MI,0
Clinton County,MI-037,MI,0
Crawford County,MI-039,MI,0
Delta County,MI-041,MI,0
Dickinson County,MI-043,MI,0
Eaton County,MI-045,MI,0
Emmet County,MI-047,MI,0
Genesee County,MI-049,MI,0
Gladwin County,MI-051,MI,0
Gogebic County,MI-053,MI,0
Grand Traverse County,MI-055,MI,0
Gratiot County,MI-057,MI,0
Hillsdale County,MI-059,MI,0
Houghton County,MI-061,MI,0
Huron County,MI-063,MI,0
Ingham County,MI-065,MI,0
Ionia County,MI-067,MI,0
Iosco County,MI-069,MI,0
Iron County,MI-071,MI,0
Isabella County,MI-073,MI,0
Jackson County,MI-075,MI,0
Kalamazoo County,MI-077,MI,0
Kalkaska County,MI-079,MI,0
Kent County,MI-081,MI,0
Keweenaw County,MI-083,MI,0
Lake County,MI-085,MI,0
Lapeer County,MI-087,MI,0
Leelanau County,MI-089,MI,0
Lenawee County,MI-091,MI,0
Livingston County,MI-093,MI,0
Luce County,MI-095,MI,0
Mackinac County,MI-097,MI,0
Macomb County,MI-099,MI,0
Manistee County,MI-101,MI,0
Marquette County,MI-103,MI,0
Mason County,MI-105,MI,0
Mecosta County,MI-107,MI,0
Menominee County,MI-109,MI,0
Midland County,MI-111,MI,0
Missaukee County,MI-113,MI,0
Monroe County,MI-115,MI,0
Montcalm County,MI-117,MI,0
Montmorency County,MI-119,MI,0
Muskegon County,MI-121,MI,0
Newaygo County,MI-123,MI,0
Oakland County,MI-125,MI,0
Oceana County,MI-127,MI,0
Ogemaw County,MI-129,MI,0
Ontonagon County,MI-131,MI,0
Osceola County,MI-133,MI,0
Oscoda County,MI-135,MI,0
Otsego County,MI-137,MI,0
Ottawa County,MI-139,MI,0
Presque Isle County,MI-141,MI,0
Roscommon County,MI-143,MI,0
Saginaw County,MI-145,MI,0
Sanilac County,MI-151,MI,0
Schoolcraft County,MI-153,MI,0
Shiawassee County,MI-155,MI,0
St. Clair County,MI-147,MI,0
St. Joseph County,MI-149,MI,0
Tuscola County,MI-157,MI,0
Van Buren County,MI-159,MI,0
Washtenaw County,MI-161,MI,0
Wayne County,MI-163,MI,0
Wexford County,MI-165,MI,0
Aitkin County,MN-001,MN,0
Anoka County,MN-003,MN,0
Becker County,MN-005,MN,0
Beltrami County,MN-007,MN,0
Benton County,MN-009,MN,0
Big Stone County,MN-011,MN,0
Blue Earth County,MN-013,MN,0
Brown County,MN-015,MN,0
Carlton County,MN-017,MN,0
Carver County,MN-019,MN,0
Cass County,MN-021,MN,0
Chippewa County,MN-023,MN,0
Chisago County,MN-025,MN,0
Clay County,MN-027,MN,0
Clearwater County,MN-029,MN,0
Cook County,MN-031,MN,0
Cottonwood County,MN-033,MN,0
Crow Wing County,MN-035,MN,0
Dakota County,MN-037,MN,0
Dodge County,MN-039,MN,0
Douglas County,MN-041,MN,0
Faribault County,MN-043,MN,0
Fillmore County,MN-045,MN,0
Freeborn County,MN-047,MN,0
Goodhue County,MN-049,MN,0
Grant County,MN-051,MN,0
Hennepin County,MN-053,MN,0
Houston County,MN-055,MN,0
Hubbard County,MN-057,MN,0
Isanti County,MN-059,MN,0
Itasca County,MN-061,MN,0
Jackson County,MN-063,MN,0
Kanabec County,MN-065,MN,0
Kandiyohi County,MN-067,MN,0
Kittson County,MN-069,MN,0
Koochiching County,MN-071,MN,0
Lac qui Parle County,MN-073,MN,0
Lake County,MN-075,MN,0
Lake of the Woods County,MN-077,MN,0
Le Sueur County,MN-079,MN,0
Lincoln County,MN-081,MN,0
Lyon County,MN-083,MN,0
Mahnomen County,MN-087,MN,0
Marshall County,MN-089,MN,0
Martin County,MN-091,MN,0
McLeod County,MN-085,MN,0
Meeker County,MN-093,MN,0
Mille Lacs County,MN-095,MN,0
Morrison County,MN-097,MN,0
Mower County,MN-099,MN,0
Murray County,MN-101,MN,0
Nicollet County,MN-103,MN,0
Nobles County,MN-105,MN,0
Norman County,MN-107,MN,0
Olmsted County,MN-109,MN,0
Otter Tail County,MN-111,MN,0
Pennington County,MN-113,MN,0
Pine County,MN-115,MN,0
Pipestone County,MN-117,MN,0
Polk County,MN-119,MN,0
Pope County,MN-121,MN,0
Ramsey County,MN-123,MN,0
Red Lake County,MN-125,MN,0
Redwood County,MN-127,MN,0
Renville County,MN-129,MN,0
Rice County,MN-131,MN,0
Rock County,MN-133,MN,0
Roseau County,MN-135,MN,0
Scott County,MN-139,MN,0
Sherburne County,MN-141,MN,0
Sibley County,MN-143,MN,0
St. Louis County,MN-137,MN,0
Stearns County,MN-145,MN,0
Steele County,MN-147,MN,0
Stevens County,MN-149,MN,0
Swift County,MN-151,MN,0
Todd County,MN-153,MN,0
Traverse County,MN-155,MN,0
Wabasha County,MN-157,MN,0
Wadena County,MN-159,MN,0
Waseca County,MN-161,MN,0
Washington County,MN-163,MN,0
Watonwan County,MN-165,MN,0
Wilkin County,MN-167,MN,0
Winona County,MN-169,MN,0
Wright County,MN-171,MN,0
Yellow Medicine County,MN-173,MN,0
Adams County,MS-001,MS,1
Alcorn County,MS-003,MS,1
Amite County,MS-005,MS,1
Attala County,MS-007,MS,1
Benton County,MS-009,MS,1
Bolivar County,MS-011,MS,1
Calhoun County,MS-013,MS,1
Carroll County,MS-015,MS,1
Chickasaw County,MS-017,MS,1
Choctaw County,MS-019,MS,1
Claiborne County,MS-021,MS,1
Clarke County,MS-023,MS,1
Clay County,MS-025,MS,1
Coahoma County,MS-027,MS,1
Copiah County,MS-029,MS,1
Covington County,MS-031,MS,1
DeSoto County,MS-033,MS,1
Forrest County,MS-035,MS,1
Franklin County,MS-037,MS,1
George County,MS-039,MS,1
Greene County,MS-041,MS,1
Grenada County,MS-043,MS,1
Hancock County,MS-045,MS,1
Harrison County,MS-047,MS,1
Hinds County,MS-049,MS,1
Holmes County,MS-051,MS,1
Humphreys County,MS-053,MS,1
Issaquena County,MS-055,MS,1
Itawamba County,MS-057,MS,1
Jackson County,MS-059,MS,1
Jasper County,MS-061,MS,1
Jefferson County,MS-063,MS,1
Jefferson Davis County,MS-065,MS,1
Jones County,MS-067,MS,1
Kemper County,MS-069,MS,1
Lafayette County,MS-071,MS,1
Lamar County,MS-073,MS,1
Lauderdale County,MS-075,MS,1
Lawrence County,MS-077,MS,1
Leake County,MS-079,MS,1
Lee County,MS-081,MS,1
Leflore County,MS-083,MS,1
Lincoln County,MS-085,MS,1
Lowndes County,MS-087,MS,1
Madison County,MS-089,MS,1
Marion County,MS-091,MS,1
Marshall County,MS-093,MS,1
Monroe County,MS-095,MS,1
Montgomery County,MS-097,MS,1
Neshoba County,MS-099,MS,1
Newton County,MS-101,MS,1
Noxubee County,MS-103,MS,1
Oktibbeha County,MS-105,MS,1
Panola County,MS-107,MS,1
Pearl River County,MS-109,MS,1
Perry County,MS-111,MS,1
Pike County,MS-113,MS,1
Pontotoc County,MS-115,MS,1
Prentiss County,MS-117,MS,1
Quitman County,MS-119,MS,1
Rankin County,MS-121,MS,1
Scott County,MS-123,MS,1
Sharkey County,MS-125,MS,1
Simpson County,MS-127,MS,1
Smith County,MS-129,MS,1
Stone County,MS-131,MS,1
Sunflower County,MS-133,MS,1
Tallahatchie County,MS-135,MS,1
Tate County,MS-137,MS,1
Tippah County,MS-139,MS,1
Tishomingo County,MS-141,MS,1
Tunica County,MS-143,MS,1
Union County,MS-145,MS,1
Walthall County,MS-147,MS,1
Warren County,MS-149,MS,1
Washington County,MS-151,MS,1
Wayne County,MS-153,MS,1
Webster County,MS-155,MS,1
Wilkinson County,MS-157,MS,1
Winston County,MS-159,MS,1
Yalobusha County,MS-161,MS,1
Yazoo County,MS-163,MS,1
Adair County,MO-001,MO,1
Andrew County,MO-003,MO,1
Atchison County,MO-005,MO,1
Audrain County,MO-007,MO,1
Barry County,MO-009,MO,1
Barton County,MO-011,MO,1
Bates County,MO-013,MO,1
Benton County,MO-015,MO,1
Bollinger County,MO-017,MO,1
Boone County,MO-019,MO,1
Buchanan County,MO-021,MO,1
Butler County,MO-023,MO,1
Caldwell County,MO-025,MO,1
Callaway County,MO-027,MO,1
Camden County,MO-029,MO,1
Cape Girardeau County,MO-031,MO,1
Carroll County,MO-033,MO,1
Carter County,MO-035,MO,1
Cass County,MO-037,MO,1
Cedar County,MO-039,MO,1
Chariton County,MO-041,MO,1
Christian County,MO-043,MO,1
Clark County,MO-045,MO,1
Clay County,MO-047,MO,1
Clinton County,MO-049,MO,1
Cole County,MO-051,MO,1
Cooper County,MO-053,MO,1
Crawford County,MO-055,MO,1
Dade County,MO-057,MO,1
Dallas County,MO-059,MO,1
Daviess County,MO-061,MO,1
DeKalb County,MO-063,MO,1
Dent County,MO-065,MO,1
Douglas County,MO-067,MO,1
Dunklin County,MO-069,MO,1
Franklin County,MO-071,MO,1
Gasconade County,MO-073,MO,1
Gentry County,MO-075,MO,1
Greene County,MO-077,MO,1
Grundy County,MO-079,MO,1
Harrison County,MO-081,MO,1
Henry County,MO-083,MO,1
Hickory County,MO-085,MO,1
Holt County,MO-087,MO,1
Howard County,MO-089,MO,1
Howell County,MO-091,MO,1
Iron County,MO-093,MO,1
Jackson County,MO-095,MO,1
Jasper County,MO-097,MO,1
Jefferson County,MO-099,MO,1
Johnson County,MO-101,MO,1
Knox County,MO-103,MO,1
Laclede County,MO-105,MO,1
Lafayette County,MO-107,MO,1
Lawrence County,MO-109,MO,1
Lewis County,MO-111,MO,1
Lincoln County,MO-113,MO,1
Linn County,MO-115,MO,1
Livingston County,MO-117,MO,1
Macon County,MO-121,MO,1
Madison County,MO-123,MO,1
Maries County,MO-125,MO,1
Marion County,MO-127,MO,1
McDonald County,MO-119,MO,1
Mercer County,MO-129,MO,1
Miller County,MO-131,MO,1
Mississippi County,MO-133,MO,1
Moniteau County,MO-135,MO,1
Monroe County,MO-137,MO,1
Montgomery County,MO-139,MO,1
Morgan County,MO-141,MO,1
New Madrid County,MO-143,MO,1
Newton County,MO-145,MO,1
Nodaway County,MO-147,MO,1
Oregon County,MO-149,MO,1
Osage County,MO-151,MO,1
Ozark County,MO-153,MO,1
Pemiscot County,MO-155,MO,1
Perry County,MO-157,MO,1
Pettis County,MO-159,MO,1
Phelps County,MO-161,MO,1
Pike County,MO-163,MO,1
Platte County,MO-165,MO,1
Polk County,MO-167,MO,1
Pulaski County,MO-169,MO,1
Putnam County,MO-171,MO,1
Ralls County,MO-173,MO,1
Randolph County,MO-175,MO,1
Ray County,MO-177,MO,1
Reynolds County,MO-179,MO,1
Ripley County,MO-181,MO,1
Saline County,MO-195,MO,1
Schuyler County,MO-197,MO,1
Scotland County,MO-199,MO,1
Scott County,MO-201,MO,1
Shannon County,MO-203,MO,1
Shelby County,MO-205,MO,1
St. Charles County,MO-183,MO,1
St. Clair County,MO-185,MO,1
St. Francois County,MO-187,MO,1
St. Louis City,MO-510,MO,1
St. Louis County,MO-189,MO,1
Ste. Genevieve County,MO-186,MO,1
Stoddard County,MO-207,MO,1
Stone County,MO-209,MO,1
Sullivan County,MO-211,MO,1
Taney County,MO-213,MO,1
Texas County,MO-215,MO,1
Vernon County,MO-217,MO,1
Warren County,MO-219,MO,1
Washington County,MO-221,MO,1
Wayne County,MO-223,MO,1
Webster County,MO-225,MO,1
Worth County,MO-227,MO,1
Wright County,MO-229,MO,1
Beaverhead County,MT-001,MT,1
Big Horn County,MT-003,MT,1
Blaine County,MT-005,MT,1
Broadwater County,MT-007,MT,1
Carbon County,MT-009,MT,1
Carter County,MT-011,MT,1
Cascade County,MT-013,MT,1
Chouteau County,MT-015,MT,1
Custer County,MT-017,MT,1
Daniels County,MT-019,MT,1
Dawson County,MT-021,MT,1
Deer Lodge County,MT-023,MT,1
Fallon County,MT-025,MT,1
Fergus County,MT-027,MT,1
Flathead County,MT-029,MT,1
Gallatin County,MT-031,MT,1
Garfield County,MT-033,MT,1
Glacier County,MT-035,MT,1
Golden Valley County,MT-037,MT,1
Granite County,MT-039,MT,1
Hill County,MT-041,MT,1
Jefferson County,MT-043,MT,1
Judith Basin County,MT-045,MT,1
Lake County,MT-047,MT,1
Lewis and Clark County,MT-049,MT,1
Liberty County,MT-051,MT,1
Lincoln County,MT-053,MT,1
Madison County,MT-057,MT,1
McCone County,MT-055,MT,1
Meagher County,MT-059,MT,1
Mineral County,MT-061,MT,1
Missoula County,MT-063,MT,1
Musselshell County,MT-065,MT,1
Park County,MT-067,MT,1
Petroleum County,MT-069,MT,1
Phillips County,MT-071,MT,1
Pondera County,MT-073,MT,1
Powder River County,MT-075,MT,1
Powell County,MT-077,MT,1
Prairie County,MT-079,MT,1
Ravalli County,MT-081,MT,1
Richland County,MT-083,MT,1
Roosevelt County,MT-085,MT,1
Rosebud County,MT-087,MT,1
Sanders County,MT-089,MT,1
Sheridan County,MT-091,MT,1
Silver Bow County,MT-093,MT,1
Stillwater County,MT-095,MT,1
Sweet Grass County,MT-097,MT,1
Teton County,MT-099,MT,1
Toole County,MT-101,MT,1
Treasure County,MT-103,MT,1
Valley County,MT-105,MT,1
Wheatland County,MT-107,MT,1
Wibaux County,MT-109,MT,1
Yellowstone County,MT-111,MT,1
Adams County,NE-001,NE,1
Antelope County,NE-003,NE,1
Arthur County,NE-005,NE,1
Banner County,NE-007,NE,1
Blaine County,NE-009,NE,1
Boone County,NE-011,NE,1
Box Butte County,NE-013,NE,1
Boyd County,NE-015,NE,1
Brown County,NE-017,NE,1
Buffalo County,NE-019,NE,1
Burt County,NE-021,NE,1
Butler County,NE-023,NE,1
Cass County,NE-025,NE,1
Cedar County,NE-027,NE,1
Chase County,NE-029,NE,1
Cherry County,NE-031,NE,1
Cheyenne County,NE-033,NE,1
Clay County,NE-035,NE,1
Colfax County,NE-037,NE,1
Cuming County,NE-039,NE,1
Custer County,NE-041,NE,1
Dakota County,NE-043,NE,1
Dawes County,NE-045,NE,1
Dawson County,NE-047,NE,1
Deuel County,NE-049,NE,1
Dixon County,NE-051,NE,1
Dodge County,NE-053,NE,1
Douglas County,NE-055,NE,1
Dundy County,NE-057,NE,1
Fillmore County,NE-059,NE,1
Franklin County,NE-061,NE,1
Frontier County,NE-063,NE,1
Furnas County,NE-065,NE,1
Gage County,NE-067,NE,1
Garden County,NE-069,NE,1
Garfield County,NE-071,NE,1
Gosper County,NE-073,NE,1
Grant County,NE-075,NE,1
Greeley County,NE-077,NE,1
Hall County,NE-079,NE,1
Hamilton County,NE-081,NE,1
Harlan County,NE-083,NE,1
Hayes County,NE-085,NE,1
Hitchcock County,NE-087,NE,1
Holt County,NE-089,NE,1
Hooker County,NE-091,NE,1
Howard County,NE-093,NE,1
Jefferson County,NE-095,NE,1
Johnson County,NE-097,NE,1
Kearney County,NE-099,NE,1
Keith County,NE-101,NE,1
Keya Paha County,NE-103,NE,1
Kimball County,NE-105,NE,1
Knox County,NE-107,NE,1
Lancaster County,NE-109,NE,1
Lincoln County,NE-111,NE,1
Logan County,NE-113,NE,1
Loup County,NE-115,NE,1
Madison County,NE-119,NE,1
McPherson County,NE-117,NE,1
Merrick County,NE-121,NE,1
Morrill County,NE-123,NE,1
Nance County,NE-125,NE,1
Nemaha County,NE-127,NE,1
Nuckolls County,NE-129,NE,1
Otoe County,NE-131,NE,1
Pawnee County,NE-133,NE,1
Perkins County,NE-135,NE,1
Phelps County,NE-137,NE,1
Pierce County,NE-139,NE,1
Platte County,NE-141,NE,1
Polk County,NE-143,NE,1
Red Willow County,NE-145,NE,1
Richardson County,NE-147,NE,1
Rock County,NE-149,NE,1
Saline County,NE-151,NE,1
Sarpy County,NE-153,NE,1
Saunders County,NE-155,NE,1
Scotts Bluff County,NE-157,NE,1
Seward County,NE-159,NE,1
Sheridan County,NE-161,NE,1
Sherman County,NE-163,NE,1
Sioux County,NE-165,NE,1
Stanton County,NE-167,NE,1
Thayer County,NE-169,NE,1
Thomas County,NE-171,NE,1
Thurston County,NE-173,NE,1
Valley County,NE-175,NE,1
Washington County,NE-177,NE,1
Wayne County,NE-179,NE,1
Webster County,NE-181,NE,1
Wheeler County,NE-183,NE,1
York County,NE-185,NE,1
Carson City,NV-510,NV,0
Churchill County,NV-001,NV,0
Clark County,NV-003,NV,0
Douglas County,NV-005,NV,0
Elko County,NV-007,NV,0
Esmeralda County,NV-009,NV,0
Eureka County,NV-011,NV,0
Humboldt County,NV-013,NV,0
Lander County,NV-015,NV,0
Lincoln County,NV-017,NV,0
Lyon County,NV-019,NV,0
Mineral County,NV-021,NV,0
Nye County,NV-023,NV,0
Pershing County,NV-027,NV,0
Storey County,NV-029,NV,0
Washoe County,NV-031,NV,0
White Pine County,NV-033,NV,0
Belknap County,NH-001,NH,1
Carroll County,NH-003,NH,1
Cheshire County,NH-005,NH,1
Coos County,NH-007,NH,1
Grafton County,NH-009,NH,1
Hillsborough County,NH-011,NH,1
Merrimack County,NH-013,NH,1
Rockingham County,NH-015,NH,1
Strafford County,NH-017,NH,1
Sullivan County,NH-019,NH,1
Atlantic County,NJ-001,NJ,0
Bergen County,NJ-003,NJ,0
Burlington County,NJ-005,NJ,0
Camden County,NJ-007,NJ,0
Cape May County,NJ-009,NJ,0
Cumberland County,NJ-011,NJ,0
Essex County,NJ-013,NJ,0
Gloucester County,NJ-015,NJ,0
Hudson County,NJ-017,NJ,0
Hunterdon County,NJ-019,NJ,0
Mercer County,NJ-021,NJ,0
Middlesex County,NJ-023,NJ,0
Monmouth County,NJ-025,NJ,0
Morris County,NJ-027,NJ,0
Ocean County,NJ-029,NJ,0
Passaic County,NJ-031,NJ,0
Salem County,NJ-033,NJ,0
Somerset County,NJ-035,NJ,0
Sussex County,NJ-037,NJ,0
Union County,NJ-039,NJ,0
Warren County,NJ-041,NJ,0
Bernalillo County,NM-001,NM,0
Catron County,NM-003,NM,0
Chaves County,NM-005,NM,0
Cibola County,NM-006,NM,0
Colfax County,NM-007,NM,0
Curry County,NM-009,NM,0
De Baca County,NM-011,NM,0
Dona Ana County,NM-013,NM,0
Eddy County,NM-015,NM,0
Grant County,NM-017,NM,0
Guadalupe County,NM-019,NM,0
Harding County,NM-021,NM,0
Hidalgo County,NM-023,NM,0
Lea County,NM-025,NM,0
Lincoln County,NM-027,NM,0
Los Alamos County,NM-028,NM,0
Luna County,NM-029,NM,0
McKinley County,NM-031,NM,0
Mora County,NM-033,NM,0
Otero County,NM-035,NM,0
Quay County,NM-037,NM,0
Rio Arriba County,NM-039,NM,0
Roosevelt County,NM-041,NM,0
San Juan County,NM-045,NM,0
San Miguel County,NM-047,NM,0
Sandoval County,NM-043,NM,0
Santa Fe County,NM-049,NM,0
Sierra County,NM-051,NM,0
Socorro County,NM-053,NM,0
Taos County,NM-055,NM,0
Torrance County,NM-057,NM,0
Union County,NM-059,NM,0
Valencia County,NM-061,NM,0
Albany County,NY-001,NY,0
Allegany County,NY-003,NY,0
Bronx County,NY-005,NY,0
Broome County,NY-007,NY,0
Cattaraugus County,NY-009,NY,0
Cayuga County,NY-011,NY,0
Chautauqua County,NY-013,NY,0
Chemung County,NY-015,NY,0
Chenango County,NY-017,NY,0
Clinton County,NY-019,NY,0
Columbia County,NY-021,NY,0
Cortland County,NY-023,NY,0
Delaware County,NY-025,NY,0
Dutchess County,NY-027,NY,0
Erie County,NY-029,NY,0
Essex County,NY-031,NY,0
Franklin County,NY-033,NY,0
Fulton County,NY-035,NY,0
Genesee County,NY-037,NY,0
Greene County,NY-039,NY,0
Hamilton County,NY-041,NY,0
Herkimer County,NY-043,NY,0
Jefferson County,NY-045,NY,0
Kings County,NY-047,NY,0
Lewis County,NY-049,NY,0
Livingston County,NY-051,NY,0
Madison County,NY-053,NY,0
Monroe County,NY-055,NY,0
Montgomery County,NY-057,NY,0
Nassau County,NY-059,NY,0
New York County,NY-061,NY,0
Niagara County,NY-063,NY,0
Oneida County,NY-065,NY,0
Onondaga County,NY-067,NY,0
Ontario County,NY-069,NY,0
Orange County,NY-071,NY,0
Orleans County,NY-073,NY,0
Oswego County,NY-075,NY,0
Otsego County,NY-077,NY,0
Putnam County,NY-079,NY,0
Queens County,NY-081,NY,0
Rensselaer County,NY-083,NY,0
Richmond County,NY-085,NY,0
Rockland County,NY-087,NY,0
Saratoga County,NY-091,NY,0
Schenectady County,NY-093,NY,0
Schoharie County,NY-095,NY,0
Schuyler County,NY-097,NY,0
Seneca County,NY-099,NY,0
St. Lawrence County,NY-089,NY,0
Steuben County,NY-101,NY,0
Suffolk County,NY-103,NY,0
Sullivan County,NY-105,NY,0
Tioga County,NY-107,NY,0
Tompkins County,NY-109,NY,0
Ulster County,NY-111,NY,0
Warren County,NY-113,NY,0
Washington County,NY-115,NY,0
Wayne County,NY-117,NY,0
Westchester County,NY-119,NY,0
Wyoming County,NY-121,NY,0
Yates County,NY-123,NY,0
Alamance County,NC-001,NC,0
Alexander County,NC-003,NC,0
Alleghany County,NC-005,NC,0
Anson County,NC-007,NC,0
Ashe County,NC-009,NC,0
Avery County,NC-011,NC,0
Beaufort County,NC-013,NC,0
Bertie County,NC-015,NC,0
Bladen County,NC-017,NC,0
Brunswick County,NC-019,NC,0
Buncombe County,NC-021,NC,0
Burke County,NC-023,NC,0
Cabarrus County,NC-025,NC,0
Caldwell County,NC-027,NC,0
Camden County,NC-029,NC,0
Carteret County,NC-031,NC,0
Caswell County,NC-033,NC,0
Catawba County,NC-035,NC,0
Chatham County,NC-037,NC,0
Cherokee County,NC-039,NC,0
Chowan County,NC-041,NC,0
Clay County,NC-043,NC,0
Cleveland County,NC-045,NC,0
Columbus County,NC-047,NC,0
Craven County,NC-049,NC,0
Cumberland County,NC-051,NC,0
Currituck County,NC-053,NC,0
Dare County,NC-055,NC,0
Davidson County,NC-057,NC,0
Davie County,NC-059,NC,0
Duplin County,NC-061,NC,0
Durham County,NC-063,NC,0
Edgecombe County,NC-065,NC,0
Forsyth County,NC-067,NC,0
Franklin County,NC-069,NC,0
Gaston County,NC-071,NC,0
Gates County,NC-073,NC,0
Graham County,NC-075,NC,0
Granville County,NC-077,NC,0
Greene County,NC-079,NC,0
Guilford County,NC-081,NC,0
Halifax County,NC-083,NC,0
Harnett County,NC-085,NC,0
Haywood County,NC-087,NC,0
Henderson County,NC-089,NC,0
Hertford County,NC-091,NC,0
Hoke County,NC-093,NC,0
Hyde County,NC-095,NC,0
Iredell County,NC-097,NC,0
Jackson County,NC-099,NC,0
Johnston County,NC-101,NC,0
Jones County,NC-103,NC,0
Lee County,NC-105,NC,0
Lenoir County,NC-107,NC,0
Lincoln County,NC-109,NC,0
Macon County,NC-113,NC,0
Madison County,NC-115,NC,0
Martin County,NC-117,NC,0
McDowell County,NC-111,NC,0
Mecklenburg County,NC-119,NC,0
Mitchell County,NC-121,NC,0
Montgomery County,NC-123,NC,0
Moore County,NC-125,NC,0
Nash County,NC-127,NC,0
New Hanover County,NC-129,NC,0
Northampton County,NC-131,NC,0
Onslow County,NC-133,NC,0
Orange County,NC-135,NC,0
Pamlico County,NC-137,NC,0
Pasquotank County,NC-139,NC,0
Pender County,NC-141,NC,0
Perquimans County,NC-143,NC,0
Person County,NC-145,NC,0
Pitt County,NC-147,NC,0
Polk County,NC-149,NC,0
Randolph County,NC-151,NC,0
Richmond County,NC-153,NC,0
Robeson County,NC-155,NC,0
Rockingham County,NC-157,NC,0
Rowan County,NC-159,NC,0
Rutherford County,NC-161,NC,0
Sampson County,NC-163,NC,0
Scotland County,NC-165,NC,0
Stanly County,NC-167,NC,0
Stokes County,NC-169,NC,0
Surry County,NC-171,NC,0
Swain County,NC-173,NC,0
Transylvania County,NC-175,NC,0
Tyrrell County,NC-177,NC,0
Union County,NC-179,NC,0
Vance County,NC-181,NC,0
Wake County,NC-183,NC,0
Warren County,NC-185,NC,0
Washington County,NC-187,NC,0
Watauga County,NC-189,NC,0
Wayne County,NC-191,NC,0
Wilkes County,NC-193,NC,0
